id_bairro;desc_bairro
1054;ESTACAO
1055;ESTADIO
1056;ESTADOS
1057;ESTALAGEM
1058;ESTANCIA
1059;ESTANCIA CAICARA
1060;ESTANCIA DAS PAINEIRAS
1061;ESTANCIA DOS BURITIS
1062;ESTANCIA ITAICI II
1063;ESTANCIA LINCE
1064;ESTANCIA PINHAIS
1065;ESTANCIA VELHA
1066;ESTIVA
1067;ESTORIL
1068;ESTRADA
1069;ESTRADA 14
1070;ESTRADA DO FEIJAO
1071;ESTRADA GRAMAL
1072;ESTRADA OSORIO
1073;ESTRADA SEIS
1074;ESTREITO
1075;ESTRELA D ALVA
1076;ESTRELA DALVA II
1077;ETAPA E
1078;EUNAPOLIS
1079;EXPOSICAO
1080;EXTREMIDADE
1081;EXTREMOZ
1082;EYMARD
1083;FABRICA
1084;FABRICAS
1085;FANNY
1086;FARIAS BRITO
1087;FAROL
1088;FAROLANDIA
1089;FATIMA
1090;FAZ A DE COUTOS III
1091;FAZENDA AGUA VERMELHA
1092;FAZENDA COUTOS
1093;FAZENDA D OUTRO LADO
1094;FAZENDA DA ILHA
1095;FAZENDA DOS COQUEIROS
1096;FAZENDA GRANDE
1097;FAZENDA GRANDE DO RETIRO
1098;FAZENDA GRANDE II
1099;FAZENDA HUMAITA
1100;FAZENDA RANCHO ALEGRE
1101;FAZENDA RIO VERDE
1102;FAZENDA SANTA IRMA
1103;FAZENDA SANTA ISABEL
1104;FAZENDA SANTO ANTONIO
1105;FAZENDA SAO JOAO
1106;FAZENDA SAO JOSE
1107;FAZENDA VELHA
1108;FAZENDINHA
1109;FEDERACAO
1110;FEIRA DE GADO
1111;FEITAL
1112;FEITOSA
1113;FELICIA
1114;FELICIDADE
1115;FELIPE CAMARAO
1116;FELIX TOMAZ
1117;FERNAO DIAS
1118;FERRAROPOLIS
1119;FERROVIARIO
1120;FERRUGEM
1121;FEU ROSA
1122;FIGUEIRA
1123;FILOMENA
1124;FLAMENGO
1125;FLAMENGO JUSTINOPOLIS
1126;FLECHEIRAS
1127;FLORAMAR
1128;FLORES
1129;FLORESTA
1130;FLORIDA
1131;FONTE DOS JESUITAS
1132;FONTE NOVA
1133;FORMOSINHA
1134;FORQUETA
1135;FORTALEZA
1136;FRAGATA
1137;FRANCISCO
1138;FRANCISCO CASTILHO
1139;FRANCISCO PUPIN
1140;FREGUESIA
1141;FREGUESIA DO O
1142;FREGUESIA JACAREPAGUA
1143;FREI DAMIAO
1144;FRIBURGO
1145;FRIMISA
1146;FRUTAL
1147;FUNCIONARIOS
1148;FUNDACAO
1149;FUNDO DO CAMPO
1150;FUNDOS
1151;GAGE
1152;GAIBU
1153;GALEAO
1154;GALOPOLIS
1155;GAMA
1156;GARAVELO RESIDENCIAL PARK
1157;GARCIA
1158;GARDENIA
1159;GARRAFAO
1160;GAVEA
1161;GAZZINELANDIA
1162;GETULIO VARGAS
1163;GILBERTO MESTRINHO
1164;GIOVANINI
1165;GLEBA B
1166;GLEBA CALIFORNIA
1167;GLEBA DO PESSEGO
1168;GLEBA PATRIMONIO MARINGA
1169;GLEBA RIBEIRAO MORANGUEIRO
1170;GLEBAS NATALINAS
1171;GLORIA
1172;GLORINHA
1173;GODINHOS
1174;GOIA
1175;GOMES CARNEIRO
1176;GONZAGA
1177;GONZAGA DE CAMPOS
1178;GONZAGUINHA
1179;GOPOUVA
1180;GOV FERRAZ
1181;GRACA
1182;GRACAS
1183;GRAGERU
1184;GRAJAU
1185;GRALHA AZUL
1186;GRAMADINHO
1187;GRAMADO
1188;GRAMAME
1189;GRAND PARK
1190;GRANJA ESPERANCA
1191;GRANJA JULIETA
1192;GRANJA LISBOA
1193;GRANJA OLGA I
1194;GRANJA PORTUGAL
1195;GRANJA VIANA
1196;GRAVATA
1197;GRUTA DE LOURDES
1198;GUABIROTUBA
1199;GUADALUPE
1200;GUAIANAS
1201;GUAIANAZES
1202;GUAIRA
1203;GUAIRACA
1204;GUAJUVIRA
1205;GUAJUVIRAS
1206;GUAMA
1207;GUANABARA
1208;GUANANDI
1209;GUANDU
1210;GUAPORANGA
1211;GUARA
1212;GUARA 1
1213;GUARA I
1214;GUARA II
1215;GUARANI MIRIM
1216;GUARAPIRANGA
1217;GUARARAPES
1218;GUARAREMA
1219;GUARATIBA
1220;GUARAU
1221;GUARDA DOS FERREIROS
1222;GUARIBAS
1223;GUARITUBA
1224;GUARUJA
1225;GUIRAI
1226;GURIRI NORTE
1227;GURUPI
1228;GUTIERREZ
1229;HARAS PAINEIRAS
1230;HARMONIA
1231;HAUER
1232;HAVAI
1233;HELENA MARIA
1234;HELIO FERRAZ
1235;HELIOPOLIS
1236;HENNEMAN
1237;HENRIQUE JORGE
1238;HIGIENOPOLIS
1239;HIPICA
1240;HONORIO FRAGA
1241;HORTENCIA
1242;HORTO
1243;HORTO FLORESTAL
1244;HUGO LANGE
1245;HUMAITA
1246;HUMAITA DE CIMA
1247;HUNGRIA
1248;I B C
1249;IBIRAQUERA
1250;IBITU
1251;ICARAI
1252;ICUI GUAJARA
1253;IDEAL
1254;IGAPO
1255;IGARA
1256;IGATU
1257;IGUACU
1258;IGUAPE
1259;ILHA DE SANTA LUZIA
1260;ILHA DOS ARAUJOS
1261;ILHA PORCHAT
1262;ILHOTA
1263;IMBASSAI
1264;IMBASSAI GRANDE
1265;IMBASSAY
1266;IMBAUBAS
1267;IMBETIBA
1268;IMBIRIBEIRA
1269;IMBIRUCU
1270;IMERATRIZ
1271;IMIGRACAO
1272;IMIGRANTES
1273;IMIRIM
1274;IMOVEL PEDREGULHAL
1275;INA
1276;INAMAR
1277;INCONFIDENTES
1278;INDAIA
1279;INDEPENDENCIA
1280;INDEPENDENCIA DAS MANSOES
1281;INDIANOPOLIS
1282;INDUSTRIAL
1283;INDUSTRIAL 3 SECAO
1284;INDUSTRIAL I
1285;INDUSTRIAS
1286;INGAS OU PITANGUEIRAS
1287;INGLESES DO RIO VERMELHO
1288;INOA
1289;INOCOOP
1290;INTERIOR
1291;INTERLAGOS
1292;INTERLAGOS I
1293;INTERMARES
1294;INTERVENTORIA
1295;INVERNADA DO MATADOURO
1296;IPANEMA
1297;IPEROBA
1298;IPES
1299;IPIRANGA
1300;IPSEP
1301;IPUTINGA
1302;IRAJA
1303;IRIRIU
1304;ITABAIANA
1305;ITABATAN
1306;ITACOLOMI
1307;ITACORUBI
1308;ITACURUCA
1309;ITAGACABA
1310;ITAGUACU
1311;ITAIBA
1312;ITAIGARA
1313;ITAIM BIBI
1314;ITAIM PAULISTA
1315;ITAIMBE
1316;ITAIPAVA
1317;ITAIPU
1318;ITAIPU BARREIRO
1319;ITAMARATI
1320;ITANHANGA
1321;ITAOCA
1322;ITAPARICA
1323;ITAPEBUCU
1324;ITAPEBUSSU
1325;ITAPECHINGA
1326;ITAPECURU
1327;ITAPEGICA V HERMINA
1328;ITAPERI
1329;ITAPIRUMBA
1330;ITAPOA
1331;ITAPOCU
1332;ITAPUA
1333;ITAQUERA
1334;ITAQUI
1335;ITARARE
1336;ITAUM
1337;ITAUNA
1338;ITINGA
1339;ITOUPAVA CENTRAL
1340;ITOUPAVA NORTE
1341;ITOUPAVA SECA
1342;ITOUPAVAZINHA
1343;IVETTE GUERREIRO DANIEL
1344;IVOTURUCAIA
1345;J DAS MANGUEIRAS
1346;J NADIR
1347;J S ANGELINA
1348;J TV
1349;JABAQUARA
1350;JABOTIANA
1351;JABURUNA
1352;JABUTI
1353;JACANA
1354;JACARAIPE
1355;JACARE
1356;JACARECANGA
1357;JACAREPAGUA
1358;JACINTINHO
1359;JACUBA
1360;JACUTINGA
1361;JADIM URANIA I
1362;JAGUARE
1363;JAGUARIBE
1364;JAMAPARA
1365;JANGADINHA
1366;JANGURUSSU
1367;JAPIIM
1368;JAPOMERIM
1369;JAPUIBA
1370;JAPUIBA CUNHAMBEBE
1371;JAQUEIRA
1372;JAQUELINE
1373;JARACATY
1374;JARAGUA
1375;JARAGUA 99
1376;JARAGUA ESQUERDO
1377;JARDELINO RAMOS
1378;JARDIM
1379;JARDIM ABC
1380;JARDIM ACAPULCO
1381;JARDIM ADEMAR
1382;JARDIM ADRIANA
1383;JARDIM ADRIANE
1384;JARDIM AERO RANCHO
1385;JARDIM AERODROMO
1386;JARDIM AERONAVE DE VIRACOPOS
1387;JARDIM AEROPORTO
1388;JARDIM AEROPORTO III
1389;JARDIM AGARI
1390;JARDIM AGUA BOA
1391;JARDIM AGUAS CLARAS
1392;JARDIM AIMORE
1393;JARDIM AIRES DA COSTA
1394;JARDIM ALBERTO
1395;JARDIM ALFREDO
1396;JARDIM ALGARVE
1397;JARDIM ALICE
1398;JARDIM ALPINO
1399;JARDIM ALTO DA SERRA
1400;JARDIM ALVORADA
1401;JARDIM AMERICA
1402;JARDIM AMERICA II
1403;JARDIM AMERICA III
1404;JARDIM AMOREIRAS
1405;JARDIM ANA ESTELA
1406;JARDIM ANA LUCIA
1407;JARDIM ANA MARIA
1408;JARDIM ANDARAI
1409;JARDIM ANDERE
1410;JARDIM ANGELA
1411;JARDIM ANGELA ZONA LESTE
1412;JARDIM ANGELA ZONA SUL
1413;JARDIM ANGELICA
1414;JARDIM ANSALCA
1415;JARDIM ANTONIO JOSE TRINDADE
1416;JARDIM ANTUERPIA
1417;JARDIM ANZAI
1418;JARDIM APARECIDA
1419;JARDIM AQUARIUS
1420;JARDIM ARACAGY
1421;JARDIM ARAGUAIA
1422;JARDIM ARAUCARIAS
1423;JARDIM ARAUJO
1424;JARDIM ARCHILA
1425;JARDIM ARCO IRIS
1426;JARDIM ARTUR ALVIM
1427;JARDIM ATALAIA
1428;JARDIM ATLANTICO
1429;JARDIM ATLANTICO I
1430;JARDIM ATLANTICO III ETAPA
1431;JARDIM AURENY IV
1432;JARDIM AURORA
1433;JARDIM AVELINO
1434;JARDIM BANDEIRANTES
1435;JARDIM BEIRA RIO
1436;JARDIM BELA VISTA
1437;JARDIM BELCITO
1438;JARDIM BELMONTE
1439;JARDIM BELO HORIZONTE
1440;JARDIM BELVEDERE I
1441;JARDIM BERMEJO
1442;JARDIM BERTANHA
1443;JARDIM BETANIA
1444;JARDIM BLUMENAU
1445;JARDIM BOA VISTA
1446;JARDIM BOM JESUS
1447;JARDIM BOM RECANTO
1448;JARDIM BOM RETIRO
1449;JARDIM BOM SUCESSO
1450;JARDIM BONFIGLIOLI
1451;JARDIM BORBA GATO
1452;JARDIM BORBOREMA
1453;JARDIM BOTANICO
1454;JARDIM BRASIL
1455;JARDIM BRASIL II
1456;JARDIM BRASIL ZONA NORTE
1457;JARDIM BRASILANDIA
1458;JARDIM BRASILIA
1459;JARDIM BURITI SERENO
1460;JARDIM CAICARA
1461;JARDIM CALIFORNIA
1462;JARDIM CAMARGO NOVO
1463;JARDIM CAMBAUVA
1464;JARDIM CAMBURI
1465;JARDIM CAMILA
1466;JARDIM CAMPINAS
1467;JARDIM CAMPOS ELISEOS
1468;JARDIM CAMPOS SALLES
1469;JARDIM CAMPOS VERDES
1470;JARDIM CANADA
1471;JARDIM CANHEMA
1472;JARDIM CAPELA
1473;JARDIM CARAVELAS
1474;JARDIM CARLOS COOPER
1475;JARDIM CAROLINA
1476;JARDIM CASA BRANCA
1477;JARDIM CASQUEIRO
1478;JARDIM CASTELINHO
1479;JARDIM CATARINA
1480;JARDIM CELESTE
1481;JARDIM CENTENARIO
1482;JARDIM CEREJEIRAS
1483;JARDIM CHAPADAO
1484;JARDIM CIDADE UNIVERSITA
1485;JARDIM CIDALIA
1486;JARDIM CINCO LAGOS
1487;JARDIM CIRINO
1488;JARDIM CLAUDIA
1489;JARDIM CLODOALDO
1490;JARDIM COCAIA
1491;JARDIM COIMBRA
1492;JARDIM COLOMBO
1493;JARDIM COLONIAL
1494;JARDIM CONCEICAO
1495;JARDIM CONCORDIA
1496;JARDIM CONSORCIO
1497;JARDIM CONTINENTAL
1498;JARDIM CORCETTI I
1499;JARDIM CRIS
1500;JARDIM CRISTAL
1501;JARDIM CRISTINA
1502;JARDIM CRISTINO
1503;JARDIM CRUZEIRO
1504;JARDIM CUMBICA
1505;JARDIM D ABRIL
1506;JARDIM D EOPOLDINA
1507;JARDIM D PEDRO I
1508;JARDIM DA BARRAGEM II
1509;JARDIM DA BARRAGEM IV
1510;JARDIM DA GLORIA
1511;JARDIM DA PENHA
1512;JARDIM DA SAUDE
1513;JARDIM DAS ACACIAS
1514;JARDIM DAS ALTEROSAS 2A SECAO
1515;JARDIM DAS AMERICAS
1516;JARDIM DAS BANDEIRAS
1517;JARDIM DAS BELEZAS
1518;JARDIM DAS CAMELIAS
1519;JARDIM DAS COLINAS
1520;JARDIM DAS FLORES
1521;JARDIM DAS FONTES
1522;JARDIM DAS HORTENCIAS
1523;JARDIM DAS INDUSTRIAS
1524;JARDIM DAS LARANJEIRAS
1525;JARDIM DAS MAGNOLIAS
1526;JARDIM DAS NACOES
1527;JARDIM DAS OLIVEIRAS
1528;JARDIM DAS ORQUIDEAS
1529;JARDIM DAS PAINEIRAS
1530;JARDIM DAS PALMEIRAS
1531;JARDIM DAS ROSAS
1532;JARDIM DAS SERINGUEIRAS
1533;JARDIM DAS VIOLETAS
1534;JARDIM DE ALAH
1535;JARDIM DEGHI
1536;JARDIM DIAMANTE
1537;JARDIM DIVA FAZENDINHA
1538;JARDIM DO CEDRO
1539;JARDIM DO ESTADIO
1540;JARDIM DO INGA GLEBA B
1541;JARDIM DO LAGO
1542;JARDIM DO MAR
1543;JARDIM DO NORTE
1544;JARDIM DO OURO
1545;JARDIM DO TREVO
1546;JARDIM DO VALE
1547;JARDIM DO VALE I
1548;JARDIM DOM JOSE
1549;JARDIM DOS BANDEIRANTES
1550;JARDIM DOS BICHINHOS
1551;JARDIM DOS COMERCIARIOS VENDA NOVA
1552;JARDIM DOS COQUEIROS PASSO DAS PEDRAS II
1553;JARDIM DOS ESTADOS
1554;JARDIM DOS EUCALIPTOS POSTO DA MATA
1555;JARDIM DOS LAGOS II
1556;JARDIM DOS MANACAS
1557;JARDIM DOS MIGRANTES
1558;JARDIM DOS OLIVEIRAS
1559;JARDIM DOS PEREIRAS CAUCAIA DO ALTO
1560;JARDIM DUPRAT
1561;JARDIM EDUCANDARIO
1562;JARDIM ELBA
1563;JARDIM ELDORADO
1564;JARDIM ELIANA
1565;JARDIM ELISA VOLPE
1566;JARDIM ELIZA
1567;JARDIM ELVIRA
1568;JARDIM EMILIA
1569;JARDIM ESCALA
1570;JARDIM ESMERALDA
1571;JARDIM ESMERALDAS
1572;JARDIM ESMERALDINA
1573;JARDIM ESPERANA
1574;JARDIM ESTADIO
1575;JARDIM ESTELA
1576;JARDIM ESTER YOLANDA
1577;JARDIM EUCALIPTO
1578;JARDIM EUROPA
1579;JARDIM EUROPA I
1580;JARDIM EVEREST
1581;JARDIM FANTINATTI NOVA VENEZA
1582;JARDIM FAZENDA RINCAO
1583;JARDIM FELICIDADE
1584;JARDIM FERNANDA II
1585;JARDIM FERNAO DIAS
1586;JARDIM FERRARI
1587;JARDIM FIGUEIRA GRANDE
1588;JARDIM FILHOS DA TERRA
1589;JARDIM FLAMBOYANT
1590;JARDIM FLOR DA MONTANHA
1591;JARDIM FLORA
1592;JARDIM FLORENCE
1593;JARDIM FLORIDA
1594;JARDIM FLORIDIANA
1595;JARDIM FONTANELLA
1596;JARDIM FORTALEZA
1597;JARDIM FRANCANO
1598;JARDIM GAGLIARDI
1599;JARDIM GERMANIA
1600;JARDIM GIANETTI
1601;JARDIM GIRASSOL
1602;JARDIM GLORIA
1603;JARDIM GLORIA LL
1604;JARDIM GRAMACHO
1605;JARDIM GRAMINHA 3
1606;JARDIM GRAZIELE
1607;JARDIM GUANABARA
1608;JARDIM GUANHEMBU
1609;JARDIM GUARANI
1610;JARDIM GUARANY
1611;JARDIM GUARUJA
1612;JARDIM GUARULHOS
1613;JARDIM GUMERCINDO H SOARES
1614;JARDIM HAYDEE
1615;JARDIM HELENA
1616;JARDIM HOLLYWOOD
1617;JARDIM IATE CLUBE
1618;JARDIM IBITI DO PACO
1619;JARDIM ICATU
1620;JARDIM IGUATEMI
1621;JARDIM IMPERADOR
1622;JARDIM IMPERADOR ZONA LESTE
1623;JARDIM IMPERIAL
1624;JARDIM INDEPENDENCIA
1625;JARDIM INDEPENDENTE I
1626;JARDIM INDEPENDENTE II
1627;JARDIM INDUBERABA
1628;JARDIM INDUSTRIAL
1629;JARDIM INDUSTRIARIO I
1630;JARDIM INTERNORTE
1631;JARDIM IPANEMA
1632;JARDIM IPANEMA CIDADE LIDER
1633;JARDIM IPAUSSURAMA
1634;JARDIM IPIRANGA
1635;JARDIM IPORANGA
1636;JARDIM IRACEMA
1637;JARDIM IRENE
1638;JARDIM ISMENIA
1639;JARDIM ITALIA
1640;JARDIM ITAMARATY II
1641;JARDIM ITAPANHAU
1642;JARDIM ITAPARK VELHO
1643;JARDIM ITAU
1644;JARDIM ITU
1645;JARDIM ITU SABARA
1646;JARDIM IVOTY
1647;JARDIM IZABEL
1648;JARDIM JABAQUARA
1649;JARDIM JACIRA
1650;JARDIM JACY
1651;JARDIM JANDIRA
1652;JARDIM JAPAO
1653;JARDIM JOSE BONIFACIO
1654;JARDIM JULIETA
1655;JARDIM JULIO
1656;JARDIM JUSSARA
1657;JARDIM LAGO AZUL
1658;JARDIM LAGO AZUL SANTO ANTONIO
1659;JARDIM LANCASTER
1660;JARDIM LAVINIA
1661;JARDIM LENIZE
1662;JARDIM LEONOR
1663;JARDIM LEOPOLDINA
1664;JARDIM LIBANO
1665;JARDIM LIBERDADE
1666;JARDIM LIDER
1667;JARDIM LIDO
1668;JARDIM LIMOEIRO
1669;JARDIM LOURDES
1670;JARDIM LUCIANA MARIA
1671;JARDIM LUSO
1672;JARDIM LUZITANIA
1673;JARDIM MADALENA
1674;JARDIM MADUREIRA
1675;JARDIM MAIA
1676;JARDIM MALUCHE
1677;JARDIM MARACA
1678;JARDIM MARACANA
1679;JARDIM MARAJOARA
1680;JARDIM MARANHAO
1681;JARDIM MARCHESI
1682;JARDIM MARCO ZERO
1683;JARDIM MARCONAL
1684;JARDIM MARCONDES
1685;JARDIM MARCOS ROBERTO
1686;JARDIM MARGARIDA
1687;JARDIM MARIA ANTONINA
1688;JARDIM MARIA AUGUSTA
1689;JARDIM MARIA BEATRIZ
1690;JARDIM MARIA CRISTINA
1691;JARDIM MARIA DE LOURDES
1692;JARDIM MARIA DO CARMO
1693;JARDIM MARIA HELENA
1694;JARDIM MARIA MENDES
1695;JARDIM MARICA
1696;JARDIM MARILIA
1697;JARDIM MARINGA
1698;JARDIM MARIO FONSECA
1699;JARDIM MARISA
1700;JARDIM MARISTELA
1701;JARDIM MASSANGANO
1702;JARDIM MENINO DEUS II
1703;JARDIM MERCI I
1704;JARDIM MERITI
1705;JARDIM MIRANTE
1706;JARDIM MIRIAM
1707;JARDIM MITUZI
1708;JARDIM MODELO
1709;JARDIM MONA
1710;JARDIM MONCOES
1711;JARDIM MONTANHES
1712;JARDIM MONTE ALEGRE
1713;JARDIM MONTE AZUL
1714;JARDIM MONTE CASTELO
1715;JARDIM MONTE SANTO
1716;JARDIM MORADA DO SOL
1717;JARDIM MOREIRA
1718;JARDIM MORUMBI
1719;JARDIM MURILO MACEDO
1720;JARDIM N S DO CARMO
1721;JARDIM N SRA DE FATIMA
1722;JARDIM N SRA FATIMA
1723;JARDIM NACIONAL
1724;JARDIM NAKAMURA
1725;JARDIM NATAL
1726;JARDIM NAUTICO
1727;JARDIM NAZARETH
1728;JARDIM NHANHA
1729;JARDIM NIERO
1730;JARDIM NOSSA SENHORA APARECIDA
1731;JARDIM NOVA AMERICA
1732;JARDIM NOVA BRAGANCA
1733;JARDIM NOVA CONQUIST
1734;JARDIM NOVA ERA
1735;JARDIM NOVA ESPERANCA
1736;JARDIM NOVA IGUACU
1737;JARDIM NOVA ITAPEVI
1738;JARDIM NOVA REPUBLICA
1739;JARDIM NOVA SAO CARLOS
1740;JARDIM NOVO C ELISIOS
1741;JARDIM NOVO CAMPOS ELISEOS
1742;JARDIM NOVO EMBU
1743;JARDIM NOVO HORIZONTE
1744;JARDIM NOVO MUNDO
1745;JARDIM NOVO OASIS
1746;JARDIM NOVO PARELHEIROS
1747;JARDIM O PIONEIRO
1748;JARDIM OCEANIA IV
1749;JARDIM OLAVO BILAC
1750;JARDIM OLINDA
1751;JARDIM OURO BRANCO
1752;JARDIM OURO PRETO
1753;JARDIM OURO VERDE
1754;JARDIM PACAEMBU
1755;JARDIM PADRE AUGUSTO SANI
1756;JARDIM PAINEIRAS I
1757;JARDIM PALESTINA
1758;JARDIM PALMA TRAVASSOS
1759;JARDIM PANCERA
1760;JARDIM PANORAMA
1761;JARDIM PAPAI NOEL
1762;JARDIM PARAGUACU
1763;JARDIM PARAGUAI
1764;JARDIM PARAISO
1765;JARDIM PARAISO DO SOL
1766;JARDIM PARAISO II
1767;JARDIM PARANA
1768;JARDIM PARATI
1769;JARDIM PARIS
1770;JARDIM PAULICEIA
1771;JARDIM PAULISTA
1772;JARDIM PAULISTA I
1773;JARDIM PAULISTANO
1774;JARDIM PAULISTANO II
1775;JARDIM PAULO AFONSO
1776;JARDIM PEDREIRA
1777;JARDIM PEDRO JOSE NUNES
1778;JARDIM PEREIRA LEITE
1779;JARDIM PERO
1780;JARDIM PEROLA
1781;JARDIM PEROLA I
1782;JARDIM PETROPOLIS
1783;JARDIM PINHEIROS
1784;JARDIM PIONEIROS
1785;JARDIM PIRATININGA
1786;JARDIM PIRITUBA
1787;JARDIM PITANGUEIRAS
1788;JARDIM PITANGUEIRAS II
1789;JARDIM PLANALTO
1790;JARDIM PONTE RASA
1791;JARDIM POPULAR
1792;JARDIM PRESIDENTE
1793;JARDIM PRESIDENTE DUTRA
1794;JARDIM PRIMAVERA
1795;JARDIM PRIMAVERA I
1796;JARDIM PRINCESA II
1797;JARDIM PROF BENOA
1798;JARDIM PROGRESSO
1799;JARDIM PRUDENCIA
1800;JARDIM QUEBEC
1801;JARDIM QUIETUDE
1802;JARDIM RAIMUNDO INACIO
1803;JARDIM RAPOSO TAVARES
1804;JARDIM RASSLEM
1805;JARDIM RECORD
1806;JARDIM REDENTOR
1807;JARDIM REIMBERG
1808;JARDIM RESIDENCIAL VETORASSO
1809;JARDIM REZENDE
1810;JARDIM RIACHO
1811;JARDIM RIO DA GRANJA MANGUE SECO
1812;JARDIM ROBERTO SELMI DEI
1813;JARDIM ROBRU
1814;JARDIM ROMA
1815;JARDIM ROMANO
1816;JARDIM RONDONIA
1817;JARDIM ROSELI
1818;JARDIM ROVERI
1819;JARDIM RUYCE
1820;JARDIM S FRANCISCO
1821;JARDIM SABARA
1822;JARDIM SABAUNA
1823;JARDIM SAINT MORITZ
1824;JARDIM SAIRA
1825;JARDIM SALGADO FILHO
1826;JARDIM SANS
1827;JARDIM SANTA CRISTINA
1828;JARDIM SANTA CRUZ
1829;JARDIM SANTA CRUZ ZONA NORTE
1830;JARDIM SANTA EDWIGES CAPELA DO SOCORRO
1831;JARDIM SANTA EMILIA
1832;JARDIM SANTA FE
1833;JARDIM SANTA FE ZONA OESTE
1834;JARDIM SANTA FRANCISCA
1835;JARDIM SANTA IGNES
1836;JARDIM SANTA INES
1837;JARDIM SANTA LUCRECIA
1838;JARDIM SANTA LUZIA
1839;JARDIM SANTA MARIA
1840;JARDIM SANTA MONICA
1841;JARDIM SANTA RITA
1842;JARDIM SANTA ROSA NOVA VENEZA
1843;JARDIM SANTA ROSALIA
1844;JARDIM SANTA TERESA
1845;JARDIM SANTA TEREZINHA
1846;JARDIM SANTA TEREZINHA ZONA LESTE
1847;JARDIM SANTO ANDRE
1848;JARDIM SANTO ANTONI
1849;JARDIM SANTO ANTONIO
1850;JARDIM SANTO ANTONIO I
1851;JARDIM SANTO EDUARDO
1852;JARDIM SANTO ONOFRE
1853;JARDIM SANZOVO
1854;JARDIM SAO BERNARDO
1855;JARDIM SAO CAETANO
1856;JARDIM SAO CAMILO
1857;JARDIM SAO CARLOS
1858;JARDIM SAO CARLOS 5
1859;JARDIM SAO CLEMENTE
1860;JARDIM SAO CRISTOVAO
1861;JARDIM SAO DIMAS
1862;JARDIM SAO DOMINGOS
1863;JARDIM SAO FRANCISCO
1864;JARDIM SAO GUILHERME
1865;JARDIM SAO JOAO
1866;JARDIM SAO JORGE
1867;JARDIM SAO JORGE RAPOSO TAVARES
1868;JARDIM SAO JOSE
1869;JARDIM SAO LUIS
1870;JARDIM SAO LUIZ
1871;JARDIM SAO MARCOS
1872;JARDIM SAO MARTINHO
1873;JARDIM SAO PAULO
1874;JARDIM SAO PAULO ZONA LESTE
1875;JARDIM SAO PAULO ZONA NORTE
1876;JARDIM SAO PEDRO
1877;JARDIM SAO SAVERIO
1878;JARDIM SAO SEBASTIAO
1879;JARDIM SAO VICENTE
1880;JARDIM SAPORITO
1881;JARDIM SARAH
1882;JARDIM SATELITE
1883;JARDIM SAUDE
1884;JARDIM SCHONWALD
1885;JARDIM SCOMPARIM
1886;JARDIM SEYON
1887;JARDIM SIMUS
1888;JARDIM SOARES
1889;JARDIM SOCIAL
1890;JARDIM SOLAR PARK
1891;JARDIM SONIA
1892;JARDIM SONIA MARIA
1893;JARDIM STELLA
1894;JARDIM STETEL
1895;JARDIM SULACAP
1896;JARDIM SUMARE
1897;JARDIM TABOAO
1898;JARDIM TAQUARAL
1899;JARDIM TARUMA
1900;JARDIM TERRAS DO SUL
1901;JARDIM TESTAE
1902;JARDIM TEXTIL
1903;JARDIM TIJUCO
1904;JARDIM TRABALHISTA
1905;JARDIM TRANQUILIDADE
1906;JARDIM TRES CORACOES
1907;JARDIM TRES IRMAOS
1908;JARDIM TRES MARIA
1909;JARDIM TRES MARIAS
1910;JARDIM TREVO
1911;JARDIM TRIANON
1912;JARDIM TROPICAL
1913;JARDIM TUPANCI
1914;JARDIM TV MORENA
1915;JARDIM UIRAPURU
1916;JARDIM UMARIZAL
1917;JARDIM UMUARAMA
1918;JARDIM UNIAO
1919;JARDIM UNIVERSIDADE PINHEIROS
1920;JARDIM UNIVERSITARIO
1921;JARDIM URANO
1922;JARDIM VALE DAS VIRTUDES
1923;JARDIM VALE DO SOL
1924;JARDIM VASSOURAS II
1925;JARDIM VAZANI
1926;JARDIM VELOSO
1927;JARDIM VENDAS
1928;JARDIM VENEZA
1929;JARDIM VERA CRUZ
1930;JARDIM VERAO
1931;JARDIM VERGUEIRO
1932;JARDIM VICTORIA
1933;JARDIM VIEIRA MORAES
1934;JARDIM VILA BOA
1935;JARDIM VILA CARRAO
1936;JARDIM VILA ESMERALDA
1937;JARDIM VILA GALVAO
1938;JARDIM VILA RICA
1939;JARDIM VINTE E CINCO DE AGOSTO
1940;JARDIM VIOLETA
1941;JARDIM VISTA LINDA
1942;JARDIM VITORIA
1943;JARDIM VITORIA REGIA ZONA NORTE
1944;JARDIM VIVENDAS
1945;JARDIM VON ZUBEN
1946;JARDIM WANDERLEY
1947;JARDIM YARA
1948;JARDIM YEDA
1949;JARDIM ZAIRA
1950;JARDIM ZARA
1951;JARDIM ZEFERINO I
1952;JARDIMSETE DE SETEMBRO
1953;JARDIN LEBLON
1954;JARDINAVES
1955;JARDINS
1956;JARIVATUBA
1957;JATIUCA
1958;JATOBA
1959;JD BARRA JANGADAS
1960;JD JEQUITIBAS
1961;JD NORONHA
1962;JD SATELITE
1963;JD TROPICAL
1964;JDIM WEISSOPOLIS
1965;JEQUIEZINHO
1966;JEQUITIBA
1967;JEREISSATI I
1968;JEREISSATI II
1969;JEREISSATI III
1970;JERUMENHA
1971;JIQUIA
1972;JK
1973;JK II
1974;JK NOVA CAPITAL
1975;JOA
1976;JOAO CABRAL
1977;JOAO GORDO
1978;JOAO MENDES MAGALHAES
1979;JOAO PAULO II
