id_municipio;desc_municipio
1230;MAXARANGUAPE
1231;MEDEIROS NETO
1232;MEDIANEIRA
1233;MEDICILANDIA
1234;MEDINA
1235;MENDES PIMENTEL
1236;MENDONCA
1237;MERCEDES
1238;MERCES
1239;MESOPOLIS
1240;MESQUITA
1241;MIGUEL CALMON
1242;MIGUELOPOLIS
1243;MILAGRES
1244;MILTON BRANDAO
1245;MIMOSO DO SUL
1246;MINACU
1247;MINDURI
1248;MINEIROS
1249;MIRA ESTRELA
1250;MIRABELA
1251;MIRACEMA
1252;MIRADOR
1253;MIRADOURO
1254;MIRAI
1255;MIRANDA
1256;MIRANDA DO NORTE
1257;MIRANDOPOLIS
1258;MIRANTE DO PARANAPANEMA
1259;MIRASSOL
1260;MIRASSOL D OESTE
1261;MIRASSOLANDIA
1262;MOCAJUBA
1263;MOCOCA
1264;MOEDA
1265;MOGI DAS CRUZES
1266;MOGI GUACU
1267;MOGI MIRIM
1268;MOITA BONITA
1269;MOMBACA
1270;MOMBUCA
1271;MONCOES
1272;MONGAGUA
1273;MONSENHOR GIL
1274;MONSENHOR PAULO
1275;MONTANHA
1276;MONTE ALEGRE
1277;MONTE ALEGRE DE GOIAS
1278;MONTE ALEGRE DE MINAS
1279;MONTE ALEGRE DE SERGIPE
1280;MONTE ALTO
1281;MONTE APRAZIVEL
1282;MONTE AZUL PAULISTA
1283;MONTE CARMELO
1284;MONTE CASTELO
1285;MONTE FORMOSO
1286;MONTE MOR
1287;MONTE NEGRO
1288;MONTE SANTO
1289;MONTE SANTO DE MINAS
1290;MONTEIRO
1291;MONTEIRO LOBATO
1292;MONTENEGRO
1293;MONTES ALTOS
1294;MONTES CLAROS
1295;MONTIVIDIU
1296;MORADA NOVA
1297;MORADA NOVA DE MINAS
1298;MOREIRA SALES
1299;MORENO
1300;MORRETES
1301;MORRINHOS
1302;MORRINHOS DO SUL
1303;MORRO DA FUMACA
1304;MORRO REUTER
1305;MORUNGABA
1306;MOSSORO
1307;MOTUCA
1308;MUANA
1309;MUCAJAI
1310;MUCUM
1311;MUCURI
1312;MUCURICI
1313;MULUNGU
1314;MUNDO NOVO
1315;MUNIZ FREIRE
1316;MURIAE
1317;MURUTINGA DO SUL
1318;MUZAMBINHO
1319;NANTES
1320;NANUQUE
1321;NARANDIBA
1322;NATAL
1323;NATIVIDADE DA SERRA
1324;NAVEGANTES
1325;NAVIRAI
1326;NAZARE
1327;NAZARE DA MATA
1328;NAZARE DO PIAUI
1329;NAZARE PAULISTA
1330;NEOPOLIS
1331;NEROPOLIS
1332;NEVES PAULISTA
1333;NHANDEARA
1334;NICOLAU VERGUEIRO
1335;NILOPOLIS
1336;NIQUELANDIA
1337;NITEROI
1338;NONOAI
1339;NOSSA SENHORA DE LOURDES
1340;NOSSA SENHORA DO SOCORRO
1341;NOVA ALIANCA
1342;NOVA ANDRADINA
1343;NOVA BASSANO
1344;NOVA BRASILANDIA D OESTE
1345;NOVA BRESCIA
1346;NOVA CANAA
1347;NOVA CANAA PAULISTA
1348;NOVA CRIXAS
1349;NOVA CRUZ
1350;NOVA ERA
1351;NOVA ERECHIM
1352;NOVA ESPERANCA
1353;NOVA ESPERANCA DO SUDOESTE
1354;NOVA FRIBURGO
1355;NOVA GRANADA
1356;NOVA HARTZ
1357;NOVA IGUACU
1358;NOVA IPIXUNA
1359;NOVA ITARANA
1360;NOVA LARANJEIRAS
1361;NOVA LIMA
1362;NOVA ODESSA
1363;NOVA OLIMPIA
1364;NOVA OLINDA
1365;NOVA PALMEIRA
1366;NOVA PETROPOLIS
1367;NOVA PRATA
1368;NOVA PRATA DO IGUACU
1369;NOVA RESENDE
1370;NOVA ROMA DO SUL
1371;NOVA RUSSAS
1372;NOVA SANTA RITA
1373;NOVA TIMBOTEUA
1374;NOVA VENECIA
1375;NOVA VICOSA
1376;NOVA XAVANTINA
1377;NOVAIS
1378;NOVO ACORDO
1379;NOVO BARREIRO
1380;NOVO GAMA
1381;NOVO HAMBURGO
1382;NOVO HORIZONTE
1383;NOVO JARDIM
1384;NOVO ORIENTE
1385;NOVO REPARTIMENTO
1386;NUPORANGA
1387;OCAUCU
1388;OEIRAS
1389;OEIRAS DO PARA
1390;OIAPOQUE
1391;OLHOS D AGUA
1392;OLIMPIA
1393;OLIMPIO NORONHA
1394;OLINDA
1395;OLINDINA
1396;OLIVEIRA
1397;OLIVEIRA DOS BREJINHOS
1398;ONDA VERDE
1399;ORIXIMINA
1400;ORIZONA
1401;ORLANDIA
1402;ORLEANS
1403;OROS
1404;ORTIGUEIRA
1405;OSASCO
1406;OSORIO
1407;OSVALDO CRUZ
1408;OTACILIO COSTA
1409;OURILANDIA DO NORTE
1410;OURINHOS
1411;OURO
1412;OURO BRANCO
1413;OURO FINO
1414;OURO PRETO
1415;OURO PRETO DO OESTE
1416;OURO VERDE DO OESTE
1417;PACAEMBU
1418;PACAJUS
1419;PACARAIMA
1420;PACATUBA
1421;PACO DO LUMIAR
1422;PADRE BERNARDO
1423;PADRE PARAISO
1424;PAES LANDIM
1425;PAICANDU
1426;PAINS
1427;PALHOCA
1428;PALMA
1429;PALMA SOLA
1430;PALMARES
1431;PALMARES DO SUL
1432;PALMARES PAULISTA
1433;PALMAS
1434;PALMAS DE MONTE ALTO
1435;PALMEIRA
1436;PALMEIRA D OESTE
1437;PALMEIRA DAS MISSOES
1438;PALMEIRA DOS INDIOS
1439;PALMEIRANDIA
1440;PALMEIROPOLIS
1441;PALMITAL
1442;PALOTINA
1443;PANAMBI
1444;PANCAS
1445;PANORAMA
1446;PANTANO GRANDE
1447;PARA DE MINAS
1448;PARACATU
1449;PARAGOMINAS
1450;PARAGUACU
1451;PARAGUACU PAULISTA
1452;PARAIBUNA
1453;PARAIPABA
1454;PARAISO
1455;PARAISO DO NORTE
1456;PARAISO DO TOCANTINS
1457;PARAISOPOLIS
1458;PARANAGUA
1459;PARANAIBA
1460;PARANAPANEMA
1461;PARANAPOEMA
1462;PARANATINGA
1463;PARANAVAI
1464;PARAOPEBA
1465;PARAUAPEBAS
1466;PARAUNA
1467;PARINTINS
1468;PARIQUERA ACU
1469;PARISI
1470;PARNAIBA
1471;PARNAMIRIM
1472;PAROBE
1473;PASSA QUATRO
1474;PASSABEM
1475;PASSO FUNDO
1476;PASSOS
1477;PASSOS MAIA
1478;PATO BRAGADO
1479;PATO BRANCO
1480;PATOS
1481;PATOS DE MINAS
1482;PATROCINIO
1483;PATROCINIO DO MURIAE
1484;PATROCINIO PAULISTA
1485;PATU
1486;PATY DO ALFERES
1487;PAU DOS FERROS
1488;PAUINI
1489;PAULA CANDIDO
1490;PAULINIA
1491;PAULISTA
1492;PAULISTANA
1493;PAULO AFONSO
1494;PAULO DE FARIA
1495;PAULO LOPES
1496;PE DE SERRA
1497;PECANHA
1498;PEDERNEIRAS
1499;PEDRA
1500;PEDRA AZUL
1501;PEDRA BELA
1502;PEDRA BRANCA
1503;PEDRA BRANCA DO AMAPARI
1504;PEDRA GRANDE
1505;PEDRA PRETA
1506;PEDRANOPOLIS
1507;PEDRAS DE MARIA DA CRUZ
1508;PEDRAS GRANDES
1509;PEDREGULHO
1510;PEDREIRA
1511;PEDRINHAS PAULISTA
1512;PEDRO AFONSO
1513;PEDRO CANARIO
1514;PEDRO DE TOLEDO
1515;PEDRO GOMES
1516;PEDRO LAURENTINO
1517;PEDRO LEOPOLDO
1518;PEJUCARA
1519;PELOTAS
1520;PENAPOLIS
1521;PENDENCIAS
1522;PENEDO
1523;PENHA
1524;PENTECOSTE
1525;PERDIGAO
1526;PEREIRA BARRETO
1527;PERUIBE
1528;PESQUEIRA
1529;PETROLANDIA
1530;PETROLINA
1531;PETROPOLIS
1532;PIACATU
1533;PICOS
1534;PIEDADE
1535;PIEDADE DE PONTE NOVA
1536;PIEDADE DO RIO GRANDE
1537;PIEN
1538;PILAR
1539;PIMENTA BUENO
1540;PIMENTEIRAS
1541;PIMENTEIRAS DO OESTE
1542;PINDAI
1543;PINDAMONHANGABA
1544;PINDARE MIRIM
1545;PINDORAMA
1546;PINHAIS
1547;PINHAL DA SERRA
1548;PINHALAO
1549;PINHALZINHO
1550;PINHAO
1551;PINHEIRAL
1552;PINHEIRO
1553;PINHEIRO MACHADO
1554;PINHEIROS
1555;PIO IX
1556;PIQUETE
1557;PIRACANJUBA
1558;PIRACICABA
1559;PIRACURUCA
1560;PIRAI DO SUL
1561;PIRAJU
1562;PIRAJUI
1563;PIRAMBU
1564;PIRANGI
1565;PIRANGUCU
1566;PIRANGUINHO
1567;PIRANHAS
1568;PIRAPEMAS
1569;PIRAPETINGA
1570;PIRAPORA
1571;PIRAPORA DO BOM JESUS
1572;PIRAQUARA
1573;PIRASSUNUNGA
1574;PIRATINI
1575;PIRATININGA
1576;PIRES DO RIO
1577;PITANGA
1578;PITANGUEIRAS
1579;PITANGUI
1580;PITIMBU
1581;PIUMA
1582;PIUMHI
1583;PLACAS
1584;PLANALTINA
1585;PLANALTO
1586;PLANURA
1587;PLATINA
1588;POA
1589;POCO FUNDO
1590;POCO REDONDO
1591;POCOES
1592;POCOS DE CALDAS
1593;POJUCA
1594;POLONI
1595;POMBOS
1596;POMERODE
1597;POMPEU
1598;PONTA DE PEDRAS
1599;PONTA GROSSA
1600;PONTA PORA
1601;PONTAL
1602;PONTAL DO PARANA
1603;PONTALINA
1604;PONTALINDA
1605;PONTE ALTA
1606;PONTE NOVA
1607;PONTE SERRADA
1608;PONTES E LACERDA
1609;PONTES GESTAL
1610;PONTO BELO
1611;POPULINA
1612;PORANGATU
1613;PORECATU
1614;PORTEIRAO
1615;PORTEIRINHA
1616;PORTEL
1617;PORTO ALEGRE
1618;PORTO ALEGRE DO NORTE
1619;PORTO BELO
1620;PORTO DA FOLHA
1621;PORTO DE MOZ
1622;PORTO FELIZ
1623;PORTO FERREIRA
1624;PORTO FIRME
1625;PORTO GRANDE
1626;PORTO MAUA
1627;PORTO MURTINHO
1628;PORTO NACIONAL
1629;PORTO SEGURO
1630;PORTO UNIAO
1631;PORTO VELHO
1632;PORTO XAVIER
1633;POTIRAGUA
1634;POTIRENDABA
1635;POUSO ALEGRE
1636;POXOREU
1637;PRADO
1638;PRAIA GRANDE
1639;PRESIDENTE BERNARDES
1640;PRESIDENTE CASTELO BRANCO
1641;PRESIDENTE DUTRA
1642;PRESIDENTE EPITACIO
1643;PRESIDENTE FIGUEIREDO
1644;PRESIDENTE GETULIO
1645;PRESIDENTE KENNEDY
1646;PRESIDENTE LUCENA
1647;PRESIDENTE MEDICI
1648;PRESIDENTE OLEGARIO
1649;PRESIDENTE PRUDENTE
1650;PRESIDENTE TANCREDO NEVES
1651;PRESIDENTE VARGAS
1652;PRESIDENTE VENCESLAU
1653;PRIMAVERA DO LESTE
1654;PRINCESA ISABEL
1655;PROMISSAO
1656;PROPRIA
1657;PRUDENTE DE MORAIS
1658;QUARAI
1659;QUATA
1660;QUEDAS DO IGUACU
1661;QUEIMADAS
1662;QUELUZ
1663;QUERENCIA
1664;QUILOMBO
1665;QUIPAPA
1666;QUIRINOPOLIS
1667;QUISSAMA
1668;QUITANDINHA
1669;QUIXABA
1670;QUIXELO
1671;RAFARD
1672;RANCHARIA
1673;RAPOSOS
1674;RAUL SOARES
1675;REALEZA
1676;REBOUCAS
1677;RECIFE
1678;RECURSOLANDIA
1679;REDENCAO
1680;REDENCAO DA SERRA
1681;REDENTORA
1682;REGENTE FEIJO
1683;REGISTRO
1684;REMANSO
1685;RENASCENCA
1686;RESENDE
1687;RESENDE COSTA
1688;RESERVA DO IGUACU
1689;RESPLENDOR
1690;RESTINGA
1691;RIACHAO DAS NEVES
1692;RIACHAO DO BACAMARTE
1693;RIACHINHO
1694;RIACHO DAS ALMAS
1695;RIACHO DE SANTANA
1696;RIACHO DE SANTO ANTONIO
1697;RIBAS DO RIO PARDO
1698;RIBEIRA
1699;RIBEIRA DO POMBAL
1700;RIBEIRAO BONITO
1701;RIBEIRAO BRANCO
1702;RIBEIRAO CASCALHEIRA
1703;RIBEIRAO CLARO
1704;RIBEIRAO DAS NEVES
1705;RIBEIRAO DO PINHAL
1706;RIBEIRAO DO SUL
1707;RIBEIRAO DOS INDIOS
1708;RIBEIRAO GRANDE
1709;RIBEIRAO PIRES
1710;RIBEIRAO PRETO
1711;RIBEIRO GONCALVES
1712;RIFAINA
1713;RINOPOLIS
1714;RIO ACIMA
1715;RIO BANANAL
1716;RIO BONITO DO IGUACU
1717;RIO BRANCO
1718;RIO BRANCO DO SUL
1719;RIO BRILHANTE
1720;RIO CASCA
1721;RIO CLARO
1722;RIO DAS ANTAS
1723;RIO DAS PEDRAS
1724;RIO DE JANEIRO
1725;RIO DO ANTONIO
1726;RIO DO PRADO
1727;RIO DO SUL
1728;RIO GRANDE
1729;RIO LARGO
1730;RIO NEGRINHO
1731;RIO NEGRO
1732;RIO NOVO
1733;RIO PARANAIBA
1734;RIO PARDO
1735;RIO PARDO DE MINAS
1736;RIO PIRACICABA
1737;RIO TINTO
1738;RIO VERDE
1739;RIOLANDIA
1740;RIVERSUL
1741;RODEIO
1742;ROLANDIA
1743;ROLANTE
1744;ROLIM DE MOURA
1745;RONCADOR
1746;RONDONOPOLIS
1747;ROQUE GONZALES
1748;ROSARIO
1749;ROSARIO DO CATETE
1750;ROSARIO DO IVAI
1751;ROSARIO DO SUL
1752;RUBIACEA
1753;RUBIATABA
1754;RUBINEIA
1755;RUSSAS
1756;RUY BARBOSA
1757;SABARA
1758;SABAUDIA
1759;SABOEIRO
1760;SACRAMENTO
1761;SALESOPOLIS
1762;SALETE
1763;SALGUEIRO
1764;SALINAS
1765;SALINOPOLIS
1766;SALTINHO
1767;SALTO
1768;SALTO DE PIRAPORA
1769;SALTO DO LONTRA
1770;SALTO VELOSO
1771;SALVADOR
1772;SANCLERLANDIA
1773;SANDOLANDIA
1774;SANDOVALINA
1775;SANGAO
1776;SANTA ADELIA
1777;SANTA ALBERTINA
1778;SANTA BARBARA
1779;SANTA BARBARA D OESTE
1780;SANTA BARBARA DE GOIAS
1781;SANTA CRUZ
1782;SANTA CRUZ CABRALIA
1783;SANTA CRUZ DE MONTE CASTELO
1784;SANTA CRUZ DE SALINAS
1785;SANTA CRUZ DO CAPIBARIBE
1786;SANTA CRUZ DO ESCALVADO
1787;SANTA CRUZ DO PIAUI
1788;SANTA CRUZ DO RIO PARDO
1789;SANTA CRUZ DO SUL
1790;SANTA EFIGENIA DE MINAS
1791;SANTA ERNESTINA
1792;SANTA FE
1793;SANTA FE DO ARAGUAIA
1794;SANTA FE DO SUL
1795;SANTA HELENA
1796;SANTA HELENA DE GOIAS
1797;SANTA HELENA DE MINAS
1798;SANTA INES
1799;SANTA ISABEL
1800;SANTA ISABEL DO IVAI
1801;SANTA ISABEL DO PARA
1802;SANTA LUZIA
1803;SANTA LUZIA DO PARUA
1804;SANTA MARIA
1805;SANTA MARIA DA BOA VISTA
1806;SANTA MARIA DA SERRA
1807;SANTA MARIA DA VITORIA
1808;SANTA MARIA DE JETIBA
1809;SANTA MARIA DO SALTO
1810;SANTA QUITERIA
1811;SANTA RITA
1812;SANTA RITA D OESTE
1813;SANTA RITA DE CALDAS
1814;SANTA RITA DE CASSIA
1815;SANTA RITA DO ARAGUAIA
1816;SANTA RITA DO SAPUCAI
1817;SANTA ROSA
1818;SANTA ROSA DE GOIAS
1819;SANTA ROSA DE VITERBO
1820;SANTA ROSA DO PIAUI
1821;SANTA ROSA DO SUL
1822;SANTA TERESA
1823;SANTA TEREZA DE GOIAS
1824;SANTA TEREZA DO TOCANTINS
1825;SANTA TEREZINHA DE ITAIPU
1826;SANTA TEREZINHA DO PROGRESSO
1827;SANTA VITORIA
1828;SANTA VITORIA DO PALMAR
1829;SANTANA
1830;SANTANA DA BOA VISTA
1831;SANTANA DA VARGEM
1832;SANTANA DE PARNAIBA
1833;SANTANA DE PIRAPAMA
1834;SANTANA DO ARAGUAIA
1835;SANTANA DO CARIRI
1836;SANTANA DO IPANEMA
1837;SANTANA DO ITARARE
1838;SANTANA DO LIVRAMENTO
1839;SANTANA DO MATOS
1840;SANTANA DO PARAISO
1841;SANTAREM
1842;SANTAREM NOVO
1843;SANTIAGO
1844;SANTO AMARO
1845;SANTO AMARO DA IMPERATRIZ
1846;SANTO ANASTACIO
1847;SANTO ANDRE
1848;SANTO ANGELO
1849;SANTO ANTONIO
1850;SANTO ANTONIO DA ALEGRIA
1851;SANTO ANTONIO DA PATRULHA
1852;SANTO ANTONIO DA PLATINA
1853;SANTO ANTONIO DAS MISSOES
1854;SANTO ANTONIO DE JESUS
1855;SANTO ANTONIO DE PADUA
1856;SANTO ANTONIO DE POSSE
1857;SANTO ANTONIO DO ARACANGUA
1858;SANTO ANTONIO DO ICA
1859;SANTO ANTONIO DO JARDIM
1860;SANTO ANTONIO DO MONTE
1861;SANTO ANTONIO DO PARAISO
1862;SANTO ANTONIO DO PINHAL
1863;SANTO ANTONIO DO RIO ABAIXO
1864;SANTO ANTONIO DO SUDOESTE
1865;SANTO ANTONIO DOS LOPES
1866;SANTO AUGUSTO
1867;SANTOPOLIS DO AGUAPEI
1868;SANTOS
1869;SANTOS DUMONT
1870;SAO BENEDITO
1871;SAO BENEDITO DO RIO PRETO
1872;SAO BENTO
1873;SAO BENTO DO SAPUCAI
1874;SAO BENTO DO SUL
1875;SAO BENTO DO UNA
1876;SAO BERNARDO DO CAMPO
1877;SAO BORJA
1878;SAO CAETANO DE ODIVELAS
1879;SAO CAETANO DO SUL
1880;SAO CAITANO
1881;SAO CARLOS
1882;SAO CRISTOVAO DO SUL
1883;SAO DOMINGOS
1884;SAO DOMINGOS DE POMBAL
1885;SAO DOMINGOS DO MARANHAO
1886;SAO DOMINGOS DO PRATA
1887;SAO FELIX DO ARAGUAIA
1888;SAO FELIX DO CORIBE
1889;SAO FERNANDO
1890;SAO FIDELIS
1891;SAO FRANCISCO
1892;SAO FRANCISCO DE ASSIS
1893;SAO FRANCISCO DE ITABAPOANA
1894;SAO FRANCISCO DE PAULA
1895;SAO FRANCISCO DO CONDE
1896;SAO FRANCISCO DO SUL
1897;SAO GABRIEL
1898;SAO GABRIEL DA CACHOEIRA
1899;SAO GABRIEL DA PALHA
1900;SAO GABRIEL DO OESTE
1901;SAO GONCALO
1902;SAO GONCALO DO AMARANTE
1903;SAO GONCALO DO SAPUCAI
1904;SAO JERONIMO
1905;SAO JOAO
1906;SAO JOAO BATISTA
1907;SAO JOAO DA BALIZA
1908;SAO JOAO DA BARRA
1909;SAO JOAO DA BOA VISTA
1910;SAO JOAO DA URTIGA
1911;SAO JOAO DE MERITI
1912;SAO JOAO DEL REI
1913;SAO JOAO DO IVAI
1914;SAO JOAO DO SABUGI
1915;SAO JOAO DO SUL
1916;SAO JOAO EVANGELISTA
1917;SAO JOAO NEPOMUCENO
1918;SAO JOAQUIM
1919;SAO JOAQUIM DA BARRA
1920;SAO JORGE D OESTE
1921;SAO JORGE DO PATROCINIO
1922;SAO JOSE
1923;SAO JOSE DA BARRA
1924;SAO JOSE DA COROA GRANDE
1925;SAO JOSE DA LAGOA TAPADA
1926;SAO JOSE DA LAPA
1927;SAO JOSE DA TAPERA
1928;SAO JOSE DAS PALMEIRAS
1929;SAO JOSE DE CAIANA
1930;SAO JOSE DE MIPIBU
1931;SAO JOSE DE RIBAMAR
1932;SAO JOSE DE UBA
1933;SAO JOSE DO ALEGRE
1934;SAO JOSE DO CEDRO
1935;SAO JOSE DO HORTENCIO
1936;SAO JOSE DO NORTE
1937;SAO JOSE DO RIO PARDO
1938;SAO JOSE DO RIO PRETO
1939;SAO JOSE DOS AUSENTES
1940;SAO JOSE DOS CAMPOS
1941;SAO JOSE DOS PINHAIS
1942;SAO JOSE DOS QUATRO MARCOS
1943;SAO JULIAO
1944;SAO LEOPOLDO
1945;SAO LOURENCO
1946;SAO LOURENCO DA MATA
1947;SAO LOURENCO DA SERRA
1948;SAO LOURENCO DO OESTE
1949;SAO LOURENCO DO SUL
1950;SAO LUDGERO
1951;SAO LUIS
1952;SAO LUIS DE MONTES BELOS
1953;SAO LUIS DO QUITUNDE
1954;SAO LUIS GONZAGA DO MARANHAO
1955;SAO LUIZ DO PARAITINGA
1956;SAO LUIZ GONZAGA
1957;SAO MANUEL
1958;SAO MARCOS
1959;SAO MATEUS
1960;SAO MATEUS DO SUL
1961;SAO MIGUEL ARCANJO
1962;SAO MIGUEL DO ARAGUAIA
1963;SAO MIGUEL DO OESTE
1964;SAO MIGUEL DOS CAMPOS
1965;SAO PAULO
1966;SAO PAULO DE OLIVENCA
1967;SAO PEDRO
1968;SAO PEDRO DA ALDEIA
1969;SAO PEDRO DA SERRA
1970;SAO PEDRO DO IVAI
1971;SAO PEDRO DO PARANA
1972;SAO PEDRO DO TURVO
1973;SAO PEDRO DOS FERROS
1974;SAO RAIMUNDO DAS MANGABEIRAS
1975;SAO RAIMUNDO NONATO
1976;SAO ROQUE
1977;SAO ROQUE DO CANAA
1978;SAO SEBASTIAO
1979;SAO SEBASTIAO DO CAI
1980;SAO SEBASTIAO DO PARAISO
1981;SAO SEBASTIAO DO PASSE
1982;SAO SEBASTIAO DO UATUMA
1983;SAO SIMAO
1984;SAO THOME DAS LETRAS
1985;SAO TIAGO
1986;SAO VALENTIM
1987;SAO VICENTE
1988;SAO VICENTE FERRER
1989;SAPEZAL
1990;SAPIRANGA
1991;SAPOPEMA
1992;SAPUCAIA
1993;SAPUCAIA DO SUL
1994;SAQUAREMA
1995;SARANDI
1996;SARUTAIA
1997;SATIRO DIAS
1998;SATUBA
1999;SCHROEDER
2000;SEABRA
2001;SEBASTIAO LEAL
2002;SELBACH
2003;SELVIRIA
2004;SEM INFORMACAO
2005;SENA MADUREIRA
2006;SENADOR CANEDO
2007;SENADOR FIRMINO
2008;SENADOR GUIOMARD
2009;SENADOR LA ROQUE
2010;SENADOR POMPEU
2011;SENHOR DO BONFIM
2012;SERIDO
2013;SERRA
2014;SERRA ALTA
2015;SERRA AZUL
2016;SERRA DO SALITRE
2017;SERRA NEGRA
2018;SERRA NEGRA DO NORTE
2019;SERRA REDONDA
2020;SERRA TALHADA
2021;SERRANA
2022;SERRANO DO MARANHAO
2023;SERRANOPOLIS
2024;SERRINHA
2025;SERRO
2026;SERROLANDIA
2027;SERTANIA
2028;SERTANOPOLIS
2029;SERTAO
2030;SERTAO SANTANA
2031;SERTAOZINHO
2032;SETE BARRAS
2033;SETE LAGOAS
2034;SILVANIA
2035;SILVEIRA MARTINS
2036;SIMAO DIAS
2037;SIMOES
2038;SIMOES FILHO
2039;SIMONESIA
2040;SIMPLICIO MENDES
2041;SINOP
2042;SIQUEIRA CAMPOS
2043;SITIO NOVO DO TOCANTINS
2044;SOBRADINHO
2045;SOBRAL
2046;SOBRALIA
2047;SOCORRO
2048;SOLEDADE
2049;SOMBRIO
2050;SOROCABA
2051;SORRISO
2052;SOUSA
2053;SUCUPIRA
2054;SUD MENNUCCI
2055;SUMARE
2056;SUME
2057;SUSSUAPARA
2058;SUZANAPOLIS
2059;SUZANO
2060;TABAI
2061;TABAPUA
2062;TABATINGA
2063;TABIRA
2064;TABOAO DA SERRA
2065;TABULEIRO DO NORTE
2066;TAGUAI
2067;TAGUATINGA
2068;TAILANDIA
2069;TAIOBEIRAS
2070;TAMARANA
2071;TAMBORIL
2072;TAMBORIL DO PIAUI
2073;TANABI
2074;TANGARA
2075;TANGARA DA SERRA
2076;TANQUE NOVO
2077;TAPEJARA
2078;TAPEROA
2079;TAPES
2080;TAPIRA
2081;TAPIRAI
2082;TAPIRAMUTA
2083;TAQUARA
2084;TAQUARI
2085;TAQUARITINGA
2086;TAQUARITINGA DO NORTE
2087;TAQUARITUBA
2088;TARABAI
2089;TARUMA
2090;TASSO FRAGOSO
2091;TATUI
2092;TAUA
2093;TAUBATE
2094;TEFE
2095;TEIXEIRA DE FREITAS
2096;TELEMACO BORBA
2097;TENENTE LAURENTINO CRUZ
2098;TENENTE PORTELA
2099;TEODORO SAMPAIO
2100;TEOFILO OTONI
2101;TEOLANDIA
2102;TERESINA
2103;TERESOPOLIS
2104;TERRA BOA
2105;TERRA NOVA
2106;TERRA RICA
2107;TEUTONIA
2108;TIANGUA
2109;TIETE
2110;TIJUCAS
2111;TIJUCAS DO SUL
2112;TIMBAUBA
2113;TIMBE DO SUL
2114;TIMBO
2115;TIMBURI
2116;TIMOTEO
2117;TIRADENTES
2118;TIROS
2119;TOCANTINOPOLIS
2120;TOCANTINS
2121;TOCOS DO MOJI
2122;TOLEDO
2123;TOMBOS
2124;TOME ACU
2125;TORRES
2126;TORRINHA
2127;TOUROS
2128;TRACUNHAEM
2129;TRAIPU
2130;TRAIRI
2131;TRAJANO DE MORAIS
2132;TRAMANDAI
2133;TREMEMBE
2134;TRES CORACOES
2135;TRES COROAS
2136;TRES DE MAIO
2137;TRES LAGOAS
2138;TRES PALMEIRAS
2139;TRES PASSOS
2140;TRES PONTAS
2141;TRES RIOS
2142;TRINDADE
2143;TRIUNFO
2144;TROMBUDO CENTRAL
2145;TUBARAO
2146;TUCANO
2147;TUCURUI
2148;TUNAS DO PARANA
2149;TUPA
2150;TUPACIGUARA
2151;TUPARENDI
2152;TUPARETAMA
2153;TUPI PAULISTA
2154;TURIACU
2155;TURIUBA
2156;TURMALINA
2157;TURVANIA
2158;TURVO
2159;TUTOIA
2160;UAUA
2161;UBA
2162;UBAITABA
2163;UBAJARA
2164;UBATA
2165;UBATUBA
2166;UBERABA
2167;UBERLANDIA
2168;UBIRAJARA
2169;UBIRETAMA
2170;UIRAPURU
2171;UMARI
2172;UMBAUBA
2173;UMIRIM
2174;UMUARAMA
2175;UNAI
2176;UNIAO DA VITORIA
2177;UNIAO DO SUL
2178;UNIAO DOS PALMARES
2179;URANIA
2180;URBANO SANTOS
2181;URUACU
2182;URUANA
2183;URUBURETAMA
2184;URUCUI
2185;URUGUAIANA
2186;UTINGA
2187;VACARIA
2188;VALE REAL
2189;VALENCA
2190;VALINHOS
2191;VALPARAISO
2192;VALPARAISO DE GOIAS
2193;VARGEM
2194;VARGEM ALTA
2195;VARGEM BONITA
2196;VARGEM GRANDE
2197;VARGEM GRANDE DO SUL
2198;VARGEM GRANDE PAULISTA
2199;VARGINHA
2200;VARJOTA
2201;VARZEA DA PALMA
2202;VARZEA GRANDE
2203;VARZEA PAULISTA
2204;VARZELANDIA
2205;VASSOURAS
2206;VAZANTE
2207;VENANCIO AIRES
2208;VENDA NOVA DO IMIGRANTE
2209;VENHA VER
2210;VENTANIA
2211;VERA CRUZ
2212;VERA CRUZ DO OESTE
2213;VERANOPOLIS
2214;VERE
2215;VESPASIANO
2216;VIAMAO
2217;VIANA
2218;VIANOPOLIS
2219;VICENTINOPOLIS
2220;VICOSA
2221;VIDEIRA
2222;VIGIA
2223;VILA FLOR
2224;VILA FLORES
2225;VILA NOVA DO PIAUI
2226;VILA NOVA DOS MARTIRIOS
2227;VILA PAVAO
2228;VILA RICA
2229;VILA VALERIO
2230;VILA VELHA
2231;VILHENA
2232;VINHEDO
2233;VIRADOURO
2234;VIRGINIA
2235;VISCONDE DO RIO BRANCO
2236;VISEU
2237;VITORIA
2238;VITORIA DA CONQUISTA
2239;VITORIA DAS MISSOES
2240;VITORIA DE SANTO ANTAO
2241;VITORIA DO JARI
2242;VITORINO
2243;VITORINO FREIRE
2244;VOLTA REDONDA
2245;VOTORANTIM
2246;VOTUPORANGA
2247;WANDERLANDIA
2248;WENCESLAU BRAZ
2249;XANGRI LA
2250;XANXERE
2251;XAPURI
2252;XAVANTINA
2253;XAXIM
2254;XEXEU
2255;XINGUARA
2256;XIQUE XIQUE
2257;ZE DOCA
