id_logradouro;desc_logradouro
3707;RUA CORONEL JOSE PIRES DE ANDRADE
3708;RUA CORONEL JOSE VITORIANO VILLAS BOAS
3709;RUA CORONEL LAURINDO RIBEIRO
3710;RUA CORONEL LIMA ROCHA
3711;RUA CORONEL LINHARES
3712;RUA CORONEL LUCENA
3713;RUA CORONEL LUIZ TENORIO DE BRITO
3714;RUA CORONEL MADEIRA
3715;RUA CORONEL MAGALHAES
3716;RUA CORONEL MAGNO
3717;RUA CORONEL MANOEL FERREIRA
3718;RUA CORONEL MANOEL RAFAEL GARAGE
3719;RUA CORONEL MARCOS DE ANDRADE
3720;RUA CORONEL MILITAO
3721;RUA CORONEL MOSTARDEIRO
3722;RUA CORONEL MUNDICO SA
3723;RUA CORONEL NEVES
3724;RUA CORONEL NIEDERAUER
3725;RUA CORONEL ODILON RESENDE DE ANDRADE
3726;RUA CORONEL ORTIZ
3727;RUA CORONEL OSCAR CORTES
3728;RUA CORONEL OSORIO
3729;RUA CORONEL OTAVIO MEYER
3730;RUA CORONEL PEDRO CELESTINO
3731;RUA CORONEL PEDRO MARTINS
3732;RUA CORONEL PIO GADELHA
3733;RUA CORONEL POMPEU
3734;RUA CORONEL PROCOPIO GOMES
3735;RUA CORONEL QUEIROZ
3736;RUA CORONEL QUIRINO
3737;RUA CORONEL RANDOLFO SIMOES
3738;RUA CORONEL SABINO GUIMARAES
3739;RUA CORONEL SANTIAGO
3740;RUA CORONEL SEBASTIAO DE LIMA
3741;RUA CORONEL SIMOES
3742;RUA CORONEL SOARES DE CARVALHO
3743;RUA CORONEL SPINOLA DE CASTRO
3744;RUA CORONEL TAMARINDO
3745;RUA CORONEL TEIXEIRA PINTO
3746;RUA CORONEL TEOFILO LEME
3747;RUA CORONEL THEOBALDO FLECK
3748;RUA CORONEL TITO LEONEL
3749;RUA CORONEL VERISSIMO
3750;RUA CORONEL VIDAL
3751;RUA CORONEL ZOROASTRO
3752;RUA CORREDOR DA MINA
3753;RUA CORREIA DIAS
3754;RUA CORTE REAL
3755;RUA CORTEGACA
3756;RUA COSMO SANTOS
3757;RUA COSTA
3758;RUA COSTA AGUIAR
3759;RUA COSTA BEIRIZ
3760;RUA COSTA E SILVA
3761;RUA COSTA FELIPE
3762;RUA COSTA SILVA
3763;RUA COSTUREIRA MARIA GUEDES DOS SANTOS
3764;RUA COUTO MAGALHAES
3765;RUA COZO TAGUCHI
3766;RUA CRISANTINA MONTEIRO
3767;RUA CRISCIUMA
3768;RUA CRISEIDA
3769;RUA CRISTAL
3770;RUA CRISTIANO DO O
3771;RUA CRISTIANO FLISCH
3772;RUA CRISTIANO OLSEN
3773;RUA CRISTINA DE OLIVEIRA
3774;RUA CRISTOVAM SOUZA LEAO
3775;RUA CRISTOVAO CAMARGO
3776;RUA CRISTOVAO COLOMBO
3777;RUA CRISTOVAO DINIZ
3778;RUA CRISTOVAO MACHADO DE CAMPOS
3779;RUA CRISTOVAO PENHA
3780;RUA CROATA
3781;RUA CROTONS
3782;RUA CRUZADOR DAS ALMAS
3783;RUA CRUZEIRO DO SUL
3784;RUA CRUZEIRO DOS PEIXOTOS
3785;RUA CRUZEIRO VELHO
3786;RUA CUIABA
3787;RUA CULTO A CIENCIA
3788;RUA CUNHA GAGO
3789;RUA CUNHA MOREIRA
3790;RUA CUNHA SEIXA
3791;RUA CUPUACU
3792;RUA CURIO
3793;RUA CURITIBA
3794;RUA CURITIBANOS
3795;RUA CURUCA
3796;RUA CURUPA
3797;RUA CURUPAITIS
3798;RUA CURUPEBA
3799;RUA CUSSY DE ALMEIDA JUNIOR
3800;RUA CUSTODIO CANDIDO CARNEIRO
3801;RUA CUSTODIO FARIA DE MORAES
3802;RUA CUSTODIO MOULAIS
3803;RUA CUSTODIO NASCIMENTO
3804;RUA CUSTODIO NUNES
3805;RUA CUXIPONES
3806;RUA CYRO CORREIA PEREIRA
3807;RUA D
3808;RUA D CENTRO COMERCIAL
3809;RUA D LOTEAMENTO JARDIM GRAPIUNA
3810;RUA D PEDRO II
3811;RUA D SEBASTIANA DE BARROS
3812;RUA DA
3813;RUA DA ABOLICAO
3814;RUA DA ADUTORA
3815;RUA DA ARUEIRA
3816;RUA DA AZPA
3817;RUA DA BAHIA
3818;RUA DA BANDEIRA
3819;RUA DA BANDUIRA
3820;RUA DA CACHOEIRA
3821;RUA DA CADEIA
3822;RUA DA CANTAREIRA
3823;RUA DA COLINA
3824;RUA DA CONCEICAO
3825;RUA DA CONSOLACAO
3826;RUA DA DIVISA
3827;RUA DA FRATERNIDADE
3828;RUA DA HORA
3829;RUA DA IGREJA
3830;RUA DA IMPERATRIZ TEREZA CRISTINA
3831;RUA DA IMPRENSA
3832;RUA DA INDEPENDENCIA
3833;RUA DA JUTA
3834;RUA DA LAGOA
3835;RUA DA LAPINHA
3836;RUA DA LIBERDADE
3837;RUA DA LINHA
3838;RUA DA MANGUEIRA
3839;RUA DA MATRIZ
3840;RUA DA MOOCA
3841;RUA DA PALMEIRA
3842;RUA DA PAZ
3843;RUA DA POEIRA
3844;RUA DA PRATA
3845;RUA DA PREFEITURA
3846;RUA DA REDENCAO
3847;RUA DA REPARTICAO
3848;RUA DA REPUBLICA
3849;RUA DA RODAGEM
3850;RUA DA SAUDADE
3851;RUA DA SERVIDAO
3852;RUA DA SOBRAL
3853;RUA DA TELECEARA
3854;RUA DA TORRE
3855;RUA DA TROPICALIA
3856;RUA DA UNIAO
3857;RUA DA VIRACAO
3858;RUA DA VITORIA
3859;RUA DAGOBERTO NOGUEIRA
3860;RUA DALTRO FILHO
3861;RUA DAMAZIO MATIAS DE OLIVEIRA
3862;RUA DANIEL
3863;RUA DANIEL DA SILVEIRA
3864;RUA DANIEL DE CAMARGO TABORDA
3865;RUA DANIEL FARIAS
3866;RUA DANIEL FILHO
3867;RUA DANILO ORCELLI
3868;RUA DANTAS BARRETO
3869;RUA DANTE FUGA
3870;RUA DANTE TESSER
3871;RUA DARIO A OLIVEIRA
3872;RUA DARIO RABELO
3873;RUA DARLEI BREGOLI
3874;RUA DAS ACACIAS
3875;RUA DAS ADALIAS
3876;RUA DAS AEROMOCAS
3877;RUA DAS AMERICAS
3878;RUA DAS ANTILHAS
3879;RUA DAS AZALEIAS
3880;RUA DAS BROMELIAS
3881;RUA DAS CACAMBAS
3882;RUA DAS CAMELIAS
3883;RUA DAS CARMELITAS
3884;RUA DAS CEREJEIRAS
3885;RUA DAS CLICINIAS
3886;RUA DAS CRIANCAS
3887;RUA DAS FLECHAS
3888;RUA DAS FLORES
3889;RUA DAS FOLHAGENS
3890;RUA DAS HORTAS
3891;RUA DAS HORTENCIAS
3892;RUA DAS HORTENSIAS
3893;RUA DAS JACAS
3894;RUA DAS LARANJEIRAS
3895;RUA DAS LIMEIRAS
3896;RUA DAS MANGUEIRAS
3897;RUA DAS MARGARIDAS
3898;RUA DAS MERCEDARIAS
3899;RUA DAS MOCAS
3900;RUA DAS NOGUEIRAS
3901;RUA DAS OITICICAS
3902;RUA DAS ORQUIDEAS
3903;RUA DAS PALMEIRAS
3904;RUA DAS PAULINAS
3905;RUA DAS PERNAMBUCANAS
3906;RUA DAS PRIMAVERAS
3907;RUA DAS QUARESMEIRAS
3908;RUA DAS ROSAS
3909;RUA DAS SAMAMBAIAS
3910;RUA DAS SERINGUEIRAS
3911;RUA DAS TIPUANAS
3912;RUA DAS TRINCHEIRAS
3913;RUA DAS ZINEAS
3914;RUA DAVID BARCELOS
3915;RUA DAVID CALDAS
3916;RUA DAVID HILGEMBERG SOBNHO
3917;RUA DAVID OLIVEIRA
3918;RUA DAVID SEGATT
3919;RUA DE 15 NOVEMBRO
3920;RUA DECIO DE CASTRO
3921;RUA DECIO FONSECA
3922;RUA DECIO VILARES
3923;RUA DEDI BARICHELLO MONTAGNER
3924;RUA DELEGADO ALACRINO PEREIRA DUTRA
3925;RUA DELFINO DE MATTOS
3926;RUA DELMINDA FERNANDES DE OLIVEIRA
3927;RUA DELMIRO GOUVEIA
3928;RUA DELVO ARLINDO PERIM
3929;RUA DEMOSTENES BARBOSA
3930;RUA DEMOSTHENES GONCALVES
3931;RUA DEOCLECIANO DOS SANTOS
3932;RUA DEODORO DA FONSECA
3933;RUA DEPUTADO ANTONIO BRITO
3934;RUA DEPUTADO CARLOS LUZ
3935;RUA DEPUTADO EDU VIEIRA
3936;RUA DEPUTADO GUARACY SILVEIRA
3937;RUA DEPUTADO LACERDA FRANCO
3938;RUA DEPUTADO LAURO SODRE LOPES
3939;RUA DEPUTADO NELSON FERNANDES
3940;RUA DEPUTADO RENATO AZEREDO
3941;RUA DERALDO COUTO
3942;RUA DERCY BATISTA
3943;RUA DESAURELIO FEIJO
3944;RUA DESEMB FILINTO BASTOS
3945;RUA DESEMBARGADOR ALBERTO LUZ
3946;RUA DESEMBARGADOR AMARO MARINHO
3947;RUA DESEMBARGADOR DIONISIO FILGUEIRA
3948;RUA DESEMBARGADOR FELIX CANDIDO
3949;RUA DESEMBARGADOR GOMES PARENTE
3950;RUA DESEMBARGADOR JAIME
3951;RUA DESEMBARGADOR JORGE FONTANA
3952;RUA DESEMBARGADOR JOSE SATYRO
3953;RUA DESEMBARGADOR MOTTA
3954;RUA DESEMBARGADOR PEDRO SILVA
3955;RUA DESEMBARGADOR PRAXEDES
3956;RUA DESEMBARGADOR VELOSO
3957;RUA DESEMBARGADOR WESTPHALEN
3958;RUA DEZ
3959;RUA DEZ DE NOVEMBRO
3960;RUA DEZ HUGO SIMAS
3961;RUA DEZENOVE
3962;RUA DEZENOVE DE MAIO
3963;RUA DEZESSETE
3964;RUA DEZOITO DE DEZEMBRO
3965;RUA DEZOITO DE JUNHO
3966;RUA DI CAVALCANTI
3967;RUA DIADEMA
3968;RUA DIAMANTINA
3969;RUA DIANA
3970;RUA DIANOPOLIS
3971;RUA DIARIO DE PERNAMBUCO
3972;RUA DIAS DA CRUZ
3973;RUA DIMAS EDUARDO DE ASSIS
3974;RUA DIMAS MOREIRA DE SA
3975;RUA DIOGENS P SAMPAIO
3976;RUA DIOGO ANTONIO FEIJO
3977;RUA DIOGO DE OLIVEIRA
3978;RUA DIOGO DE QUADROS
3979;RUA DIOGO DE SOUZA
3980;RUA DIONISIO CERQUEIRA
3981;RUA DIRCEU ARCOVERDE
3982;RUA DIREITA
3983;RUA DIREITA DA PIEDADE
3984;RUA DIRETA DA PALESTINA
3985;RUA DIRETA DE TANCREDO NEVES
3986;RUA DIRETA DO URUGUAI
3987;RUA DISTRITO FEDERAL
3988;RUA DIVINO NAZARIO
3989;RUA DNER
3990;RUA DO ACAMPAMENTO
3991;RUA DO ACRE
3992;RUA DO ADVOGADO
3993;RUA DO AMANHECER
3994;RUA DO APOLO
3995;RUA DO ARAME
3996;RUA DO ARROZ
3997;RUA DO BABACU
3998;RUA DO BANCARIO
3999;RUA DO BARU
4000;RUA DO BEIJO
4001;RUA DO BEM TE VI
4002;RUA DO BOQUEIRAO
4003;RUA DO BOSQUE
4004;RUA DO CABECA
4005;RUA DO CABRAL
4006;RUA DO CACAU
4007;RUA DO CAMPO
4008;RUA DO CAMPO ACAMP DFL
4009;RUA DO CARMO
4010;RUA DO CARTEIRO
4011;RUA DO CEMITERIO
4012;RUA DO CHA
4013;RUA DO CIPRESTE
4014;RUA DO COCO VERDE
4015;RUA DO COMERCIO
4016;RUA DO COMERCIO S
4017;RUA DO CONDONIZ
4018;RUA DO CORCOVADO
4019;RUA DO CORREGO
4020;RUA DO CRUZEIRO
4021;RUA DO DIVINO SALVADOR
4022;RUA DO FIO PASS TOYA JARINA
4023;RUA DO FRONIA KIROL FILHO
4024;RUA DO GASOMETRO
4025;RUA DO GUIA LOPES
4026;RUA DO HIPODROMO
4027;RUA DO HOSPICIO QUIOSQ
4028;RUA DO IMPERADOR
4029;RUA DO LAVAPES
4030;RUA DO LIVRAMENTO
4031;RUA DO MAGISTERIO
4032;RUA DO MANGANES
4033;RUA DO MAR
4034;RUA DO MATADOURO
4035;RUA DO MERCADO
4036;RUA DO MIGRANTE
4037;RUA DO MINUANO
4038;RUA DO ORFANATO
4039;RUA DO OUVIDOR
4040;RUA DO PARQUE
4041;RUA DO PASSEIO
4042;RUA DO PERDAO
4043;RUA DO PETROLEO
4044;RUA DO POSTO
4045;RUA DO PROFESSOR
4046;RUA DO QUARTEL
4047;RUA DO RADIALISTA
4048;RUA DO ROSARIO
4049;RUA DO RUSSEL
4050;RUA DO SERRO
4051;RUA DO SOL
4052;RUA DO TABUAO
4053;RUA DO TANQUE
4054;RUA DO TATUAPE
4055;RUA DO TERERE
4056;RUA DO TIJUCO
4057;RUA DO TRABALHO
4058;RUA DO TRIANGULO
4059;RUA DO URUGUAI
4060;RUA DO VALE
4061;RUA DOIS
4062;RUA DOIS DE FEVEREIRO
4063;RUA DOIS DE JULHO
4064;RUA DOIS IRMAOS
4065;RUA DOLORES ROMERO
4066;RUA DOM ALBERTO GONCALVES
4067;RUA DOM ANTONIO DE MELO
4068;RUA DOM AQUINO
4069;RUA DOM AQUINO CORREA
4070;RUA DOM ARMANDO LOMBARDI
4071;RUA DOM BOSCO
4072;RUA DOM EDUARDO DA SILVA
4073;RUA DOM EVARISTO ARNS
4074;RUA DOM JERONIMO
4075;RUA DOM JOSE BAREA
4076;RUA DOM LUCIO DE SOUSA
4077;RUA DOM LUIZ FELIPE DE NADAL
4078;RUA DOM M DA RESSURREICAO
4079;RUA DOM MANUEL DE MEDEIROS
4080;RUA DOM MOURA
4081;RUA DOM PEDRO I
4082;RUA DOM PEDRO II
4083;RUA DOM SILVERIO
4084;RUA DOM VITAL
4085;RUA DOMENICO SONEGO
4086;RUA DOMICIANO RIBEIRO
4087;RUA DOMINGOS ACORINTE
4088;RUA DOMINGOS AFONSO
4089;RUA DOMINGOS ALPONTI
4090;RUA DOMINGOS BARBOSA DA SILVA
4091;RUA DOMINGOS BERTAGLIA
4092;RUA DOMINGOS DA CRUZ
4093;RUA DOMINGOS FAUSTINO SARMIENTO
4094;RUA DOMINGOS GARBIN
4095;RUA DOMINGOS GIGLIO
4096;RUA DOMINGOS MAGNO
4097;RUA DOMINGOS NERY
4098;RUA DOMINGOS OLIMPIO
4099;RUA DOMINGOS PRETTI
4100;RUA DOMINGOS ROSOLIA
4101;RUA DOMINGOS TAVOLARO
4102;RUA DOMITILA CABRAL DE CASTRO
4103;RUA DON JOAO VI
4104;RUA DONA ANA
4105;RUA DONA BRANCA DO NASCIMENTO MIRANDA
4106;RUA DONA CEZARINA
4107;RUA DONA CRISTINA
4108;RUA DONA DOCA
4109;RUA DONA FRANCISCA
4110;RUA DONA JOAQUINA DO POMPEU
4111;RUA DONA LAURA
4112;RUA DONA MARIA ISABEL
4113;RUA DONA PRIMITIVA VIANCO
4114;RUA DONA ROSALINA
4115;RUA DONA TERESA CRISTINA
4116;RUA DONA VERONICA
4117;RUA DONA ZINA
4118;RUA DONA ZULMIRA
4119;RUA DONATO D DE CAMARGO
4120;RUA DONHA PINTO CARVALHO
4121;RUA DORES DO INDAIA
4122;RUA DORIVAL CASTILHO MACHADO
4123;RUA DORVALINO DEMO
4124;RUA DOS AIMORES
4125;RUA DOS ALECRINS
4126;RUA DOS ALVES PINTO
4127;RUA DOS ANDRADAS
4128;RUA DOS BANCARIOS
4129;RUA DOS BANDEIRANTES
4130;RUA DOS BOMBEIROS
4131;RUA DOS CACADORES
4132;RUA DOS CAICOS
4133;RUA DOS CARCARAS
4134;RUA DOS CARIJOS
4135;RUA DOS CARIRIS
4136;RUA DOS CARTEIROS
4137;RUA DOS COQUEIROS
4138;RUA DOS COSTA PEREIRA
4139;RUA DOS CRAVOS
4140;RUA DOS CRISTAIS
4141;RUA DOS CROTONS
4142;RUA DOS EUCALIPTOS
4143;RUA DOS EXPEDICIONARIOS
4144;RUA DOS FERREIRA
4145;RUA DOS FERROVIARIOS
4146;RUA DOS FUNCIONARIOS
4147;RUA DOS FURLAN
4148;RUA DOS GERANIOS
4149;RUA DOS GOMES
4150;RUA DOS GUSMOES
4151;RUA DOS ILHEUS
4152;RUA DOS IMIGRANTES
4153;RUA DOS INCONFIDENTES
4154;RUA DOS JACARANDAS
4155;RUA DOS JARDINEIROS
4156;RUA DOS JASMINS
4157;RUA DOS LIRIOS
4158;RUA DOS MACONS
4159;RUA DOS MAIAS
4160;RUA DOS MARCENEIROS
4161;RUA DOS MONJOLEIROS
4162;RUA DOS MUNDURUCUS
4163;RUA DOS NAVEGANTES
4164;RUA DOS PASSOS
4165;RUA DOS PATRIOTAS
4166;RUA DOS PEREIRAS
4167;RUA DOS PIONEIROS
4168;RUA DOS PROFESSORES
4169;RUA DOS RODRIGUES
4170;RUA DOS TABAJARAS
4171;RUA DOS TAMARINEIROS
4172;RUA DOS TAPES
4173;RUA DOS TAROIS
4174;RUA DOS TEXTEIS
4175;RUA DOS TIMBIRAS
4176;RUA DOS TUCANOS
4177;RUA DOS TUPINAMBAS
4178;RUA DOS TUPIS
4179;RUA DOS XAVANTES
4180;RUA DOURADOS
4181;RUA DOUTEL DE ANDRADE
4182;RUA DOUTOR ACAUAN
4183;RUA DOUTOR AFONSO BACELAR
4184;RUA DOUTOR ALBERTO SEABRA
4185;RUA DOUTOR ALBERTO TORRES
4186;RUA DOUTOR ALBUQUERQUE LINS
4187;RUA DOUTOR ALEXANDRE PLEMONT
4188;RUA DOUTOR ALMEIDA NOBRE
4189;RUA DOUTOR ALOYSIO IVANY DANTAS DA GAMA
4190;RUA DOUTOR ALVARO SOARES
4191;RUA DOUTOR AMERICO FIGUEIREDO
4192;RUA DOUTOR ANT DE SOUZA LEAO
4193;RUA DOUTOR ANTENOR SOARES GANDRA
4194;RUA DOUTOR ANTONIO JOSE LUCIANO
4195;RUA DOUTOR ANTONIO RODRIGUES DA CUNHA CASTRO JUNIOR
4196;RUA DOUTOR ANTONIO TOLENTINO
4197;RUA DOUTOR ARLINDO LUZ
4198;RUA DOUTOR ARMANDO BARBEDO
4199;RUA DOUTOR ARTUR DE ASSIS
4200;RUA DOUTOR ARTUR GUIMARAES
4201;RUA DOUTOR ATALIBA LEONEL
4202;RUA DOUTOR AUGUSTO DE MIRANDA
4203;RUA DOUTOR AUGUSTO LEMGRUBER
4204;RUA DOUTOR AZOR TAYLOR DINIZ MASCAGNI
4205;RUA DOUTOR BALEEIRO
4206;RUA DOUTOR BARCELOS
4207;RUA DOUTOR BARROS CRUZ
4208;RUA DOUTOR BECKER
4209;RUA DOUTOR BERNARDINO
4210;RUA DOUTOR BERNARDINO DE CAMPOS
4211;RUA DOUTOR BERNARDINO VIEIRA
4212;RUA DOUTOR BOLIVAR DE FREITAS
4213;RUA DOUTOR CARDOSO DE MELO
4214;RUA DOUTOR CARLOS BARBUTO
4215;RUA DOUTOR CARLOS DE CAMPOS
4216;RUA DOUTOR CARLOS PAULO PFELSTICKER
4217;RUA DOUTOR CARVALHO DE MENDONCA
4218;RUA DOUTOR CASTELO BRANCO
4219;RUA DOUTOR CELSO RAMALHO
4220;RUA DOUTOR CESARIO MOTA JUNIOR
4221;RUA DOUTOR CEZARE ARDIZZONI
4222;RUA DOUTOR CLAUDINO DOS SANTOS
4223;RUA DOUTOR COCHRANE
4224;RUA DOUTOR COELHO DE MOURA
4225;RUA DOUTOR COLARES
4226;RUA DOUTOR CONSTANCIO KRUMMEL
4227;RUA DOUTOR CORDEIRO
4228;RUA DOUTOR CORREA COELHO
4229;RUA DOUTOR CRISTIANO REZENDE
4230;RUA DOUTOR DAVID RUBSTAIN
4231;RUA DOUTOR DIOGO DE FARIA
4232;RUA DOUTOR EDUARDO CHARTIER
4233;RUA DOUTOR ELIEZER MACHADO
4234;RUA DOUTOR ELTON CESAR
4235;RUA DOUTOR EMILIO DE MAIA
4236;RUA DOUTOR EMILIO WINTHER
4237;RUA DOUTOR ENEAS GUIMARAES FRANCA
4238;RUA DOUTOR ENOUT
4239;RUA DOUTOR ERLINDO SALZANO
4240;RUA DOUTOR EURICO DE AGUIAR
4241;RUA DOUTOR FADLO HAIDAR
4242;RUA DOUTOR FELICIANO SODRE
4243;RUA DOUTOR FELIPE UEBE
4244;RUA DOUTOR FELIPE VITA
4245;RUA DOUTOR FERNANDO ARENS
4246;RUA DOUTOR FLAVINHO
4247;RUA DOUTOR FLORES
4248;RUA DOUTOR FRANCISCO DE ASSIS VELOSO
4249;RUA DOUTOR FRANCISCO DE BARROS
4250;RUA DOUTOR FRANCISCO PRESTE MAIA
4251;RUA DOUTOR FRANCISCO RANIERI
4252;RUA DOUTOR FRANCISCO SALLES
4253;RUA DOUTOR GABRIEL DE RESENDE
4254;RUA DOUTOR GASPAR RICARDO
4255;RUA DOUTOR GENTIL LEITE MARTINS
4256;RUA DOUTOR GETULIO VARGAS
4257;RUA DOUTOR GRANADINO BAPTISTA
4258;RUA DOUTOR GUILHERME DE ALMEIDA
4259;RUA DOUTOR HEITOR GUEDES DE MELO
4260;RUA DOUTOR IVO DE CAMPOS MARQUES
4261;RUA DOUTOR J MEIRELLES DA ROCHA
4262;RUA DOUTOR JAIME PINHEIRO DE ULHOA CINTRA
4263;RUA DOUTOR JOAO COLIN
4264;RUA DOUTOR JOAO DE AZEVEDO
4265;RUA DOUTOR JOAO PESSOA
4266;RUA DOUTOR JOAO PINHEIRO
4267;RUA DOUTOR JOAO SANTOS FILHO
4268;RUA DOUTOR JOAQUIM LOUREIRO
4269;RUA DOUTOR JOAQUIM S SOUZA
4270;RUA DOUTOR JORGE C DA COSTA
4271;RUA DOUTOR JORGE TIBIRICA
4272;RUA DOUTOR JOSE AUGUSTO
4273;RUA DOUTOR JOSE AUGUSTO DE QUEIROZ
4274;RUA DOUTOR JOSE BARBOSA
4275;RUA DOUTOR JOSE DOMINGUES
4276;RUA DOUTOR JOSE FRANCISCO
4277;RUA DOUTOR JOSE GONCALVES DE SA
4278;RUA DOUTOR JOSE MONTEIRO SILVA
4279;RUA DOUTOR JOSE PEROBA
4280;RUA DOUTOR LAURO PAIVA
4281;RUA DOUTOR LAURO PIMENTEL
4282;RUA DOUTOR LEGENDRE
4283;RUA DOUTOR LEOBERTO LEAL
4284;RUA DOUTOR LUIZ CARLOS BERTECHINI
4285;RUA DOUTOR LUIZ FACCIOLI
4286;RUA DOUTOR LUIZ JANUARIO
4287;RUA DOUTOR LUIZ PONTES DE MIRANDA
4288;RUA DOUTOR LUIZ RENNO
4289;RUA DOUTOR MAIA
4290;RUA DOUTOR MALHEIROS
4291;RUA DOUTOR MANOEL BORBA
4292;RUA DOUTOR MANOEL FRANCISCO DE MELO
4293;RUA DOUTOR MANOEL I M ROMEIRO
4294;RUA DOUTOR MARCAL DE OLIVEIRA
4295;RUA DOUTOR MARINHO LOBO
4296;RUA DOUTOR MARIO DE PAIVA
4297;RUA DOUTOR MARIO GRACHO PINHEIRO LIMA
4298;RUA DOUTOR MARURI
4299;RUA DOUTOR MAURICIO DE LACERDA
4300;RUA DOUTOR MIGUEL LIMA VERDE
4301;RUA DOUTOR MILTON AZEVEDO PAIVA
4302;RUA DOUTOR NELSON DA VEIGA
4303;RUA DOUTOR NELSON DE SOUZA PINTO
4304;RUA DOUTOR NELSON MADUREIRA
4305;RUA DOUTOR NEREU RAMOS
4306;RUA DOUTOR NESTOR SAMPAIO PENTEADO
4307;RUA DOUTOR NORMAN ABBUD
4308;RUA DOUTOR NUNES
4309;RUA DOUTOR OCTAVIO MONTEIRO BECKER
4310;RUA DOUTOR OLINTO FONSECA
4311;RUA DOUTOR OLIVEIRA BRAGA
4312;RUA DOUTOR OLIVEIRA PINTO
4313;RUA DOUTOR OSCAR DE ALMEIDA
4314;RUA DOUTOR OSCAR THOMPSON
4315;RUA DOUTOR PARMENIO RAMOS
4316;RUA DOUTOR PAULA E SILVA
4317;RUA DOUTOR PAULO ANDRADE NOGUEIRA
4318;RUA DOUTOR PAULO PINTO DE ABREU
4319;RUA DOUTOR PAULO RAMOS
4320;RUA DOUTOR PEDRO DE TOLEDO
4321;RUA DOUTOR PEDRO PAULO BARCAUI
4322;RUA DOUTOR PEDRO PINTO
4323;RUA DOUTOR PEDRO RANGEL
4324;RUA DOUTOR PENA
4325;RUA DOUTOR PEREIRA NETO
4326;RUA DOUTOR PERGENTINO MAIA
4327;RUA DOUTOR PESTANA
4328;RUA DOUTOR PETRONIO ROMERO DE SOUZA
4329;RUA DOUTOR PIO BORGES
4330;RUA DOUTOR PIO PRADO
4331;RUA DOUTOR PLACIDO DE OLIVEIRA
4332;RUA DOUTOR PLINIO COSTA
4333;RUA DOUTOR PORCIUNCULA
4334;RUA DOUTOR POTY MEDEIROS
4335;RUA DOUTOR PRUDENTE DE MORAES
4336;RUA DOUTOR QUERUBINHO
4337;RUA DOUTOR QUIRINO
4338;RUA DOUTOR RENATO PAES DE BARROS
4339;RUA DOUTOR RODOLFO RIZZI
4340;RUA DOUTOR RODRIGO DE BARROS
4341;RUA DOUTOR RODRIGUES DE AZEVEDO
4342;RUA DOUTOR SALES DE OLIVEIRA
4343;RUA DOUTOR SALVADOR FRANCA
4344;RUA DOUTOR SEBASTIAO DE ANDRADE
4345;RUA DOUTOR SHIGEO MORI
4346;RUA DOUTOR SIQUEIRA
4347;RUA DOUTOR TARGINO FILHO
4348;RUA DOUTOR TEIXEIRA DE CARVALHO
4349;RUA DOUTOR THOUZET
4350;RUA DOUTOR TRAJANO BARROS CAMARGO
4351;RUA DOUTOR ULYSSES FERNANDES NUNES
4352;RUA DOUTOR VACYR GONCALVES PEREIRA
4353;RUA DOUTOR VALMOR RIBEIRO
4354;RUA DOUTOR VIANA
4355;RUA DOUTOR WLADIMIR SANTO MELLO
4356;RUA DOUTOR ZUQUIM
4357;RUA DOUTORA MARIA ESTELITA CRUZ PEREIRA PINTO
4358;RUA DOZE
4359;RUA DOZE DE OUTUBRO
4360;RUA DPEDRO II
4361;RUA DRACENA
4362;RUA DRAGAO DO MAR
4363;RUA DRAGOES DA INDEPENDENC
4364;RUA DRAUSIO MARCONDES DE SOUZA
4365;RUA DRAUSIO MEDINA ESTRELA
4366;RUA DRAUZIO MMDC
4367;RUA DRCARLOS PASSOS
4368;RUA DRJOAQUIM M ATORRES
4369;RUA DRLUIZ AMARTINS
4370;RUA DULCE
4371;RUA DUQUE CAXIAS
4372;RUA DUQUE DE CAXIAS
4373;RUA DURVAL PIMENTA
4374;RUA E
4375;RUA ECHAPORA
4376;RUA ECOLOGIA
4377;RUA EDGAR A DE FIGUEIREDO
4378;RUA EDGAR PEREIRA
4379;RUA EDMUNDO CALHEIROS
4380;RUA EDMUNDO JUVENT FUENTES
4381;RUA EDNA B SANTOS
4382;RUA EDSON FRANCISCO
4383;RUA EDUARDO
4384;RUA EDUARDO AMBUBA
4385;RUA EDUARDO COTRIM
4386;RUA EDUARDO CRUZ
4387;RUA EDUARDO DE SOUZA ARANHA
4388;RUA EDUARDO GALVAO
4389;RUA EDUARDO HORN
4390;RUA EDUARDO LEALDINI
4391;RUA EDUARDO LUIS VIEIRA
4392;RUA EDUARDO PEREIRA
4393;RUA EDUARDO SILVA
4394;RUA EGEO BENTO FRATICCELI
4395;RUA EGIDIO THOME
4396;RUA EGITO
4397;RUA ELDER RODRIGUES JUNIOR
4398;RUA ELEONORA FARIA COSTA DA SILVA
4399;RUA ELESBAO ALMEIDA CRISPIM
4400;RUA ELESBAO PINTO DA LUZ
4401;RUA ELESBAO VELOSO
4402;RUA ELEUTERIO MAIA
4403;RUA ELFRIDA KELLER
4404;RUA ELIAS DABARIAN
4405;RUA ELIAS JOSE DE SALLES
4406;RUA ELIEZER MOREIRA
4407;RUA ELISA BAER
4408;RUA ELIZEU VALENTIN DE LIMA
4409;RUA ELOI DE SOUZA
4410;RUA ELOISINA RABELO
4411;RUA ELOY CUSTODIO DA SILVA
