id_logradouro;desc_logradouro
1601;CHACARA SANTO ANTONIO
1602;CHACARA SAO FRANCISCO
1603;CHACARA SAO JOAO
1604;CHACARA SAO JOSE
1605;CIDADE DE DEUS
1606;CL QUADRA 102
1607;CL QUADRA 202 BLOCO D
1608;CL QUADRA 205 BLOCO A
1609;CL QUADRA 215 BLOCO B
1610;CLS 102 BLOCO B
1611;CNB
1612;CND JARDIM EUROPA I
1613;CNF 2
1614;CNG 4
1615;COLONIA SALTO DO LEAO
1616;COMUNIDADE DE LUZIA
1617;COMUNIDADE MAXIXE I
1618;COMUNIDADE RIACHO DAS PALMEIRAS
1619;COMUNIDADE SAO DOMINGO I
1620;COMUNIDADE VILA SIAO CAMPINAS
1621;CONDOMINIO CHACARA
1622;CONDOMINIO ESTANCIA MESTRE D ARMAS V
1623;CONDOMINIO JARDIM EUROPA II AREA ESPECIAL
1624;CONDOMINIO PARQUE DOS IPES
1625;CONDOMINIO PRIVE LUCENA RORIZ
1626;CONDOMINIO VIVENDAS NOVA PETROPOLIS
1627;CONEGO MORADA A HORIZONTE
1628;CONJUNTO CIDADE NOVA VI
1629;CONJUNTO CLAUDENOR SAMPAIO
1630;CONJUNTO COMERCIAL ALPHA CENTER RODOVIA DF
1631;CONJUNTO FREI DAMIAO
1632;CONJUNTO GLEBA H
1633;CONJUNTO GRACILIANO RAMOS
1634;CONJUNTO H ROSETE ANDRADE
1635;CONJUNTO HAB FAZENDA COUTOS CAMINHO C
1636;CONJUNTO HABITAT FELIZ
1637;CONJUNTO JARDIM SEVILHA
1638;CONJUNTO JOAO ORLANDO
1639;CONJUNTO MADRE ESPIRITO SANTO
1640;CONJUNTO PIRAJA
1641;CONJUNTO REDENCAO
1642;CONJUNTO RESIDENCIAL
1643;CONJUNTO TANCREDO NEVES
1644;CONJUNTO TENONE I TV
1645;CONJUNTO UNIVERSITARIO I
1646;CONJUNTO VILLAGE CAMPESTRE I
1647;CONTORNO DA RUA ANGELO BIGGI VALE DOS PEOES
1648;CORONEL ALVES TEIXEIRA
1649;CORONEL ANTONIO AUGUSTO DE SOUSA
1650;CORREGO FORTALEZA
1651;CORREGO TANCREDO
1652;CORREGO TODOS OS ANJOS
1653;CPUS UNIVERSITARIO DO PICI
1654;DF 425
1655;DISTRITO 6O
1656;DISTRITO CALDEIRAO DO ALMEIDA RUA NSA DAS GRACAS
1657;DISTRITO GUAIRACA SEDE
1658;DISTRITO INDUSTRIAL DE BARREIRAS
1659;DISTRITO MARACAJAU
1660;DISTRITO MINA SARACA
1661;DISTRITO PIRANGI
1662;DISTRITO POVOADO DE AGUADAS
1663;DISTRITO POVOADO DE ITAPURA
1664;DISTRITO PV CAMARA
1665;DISTRITO RINCAO DOS MENEZES
1666;DISTRITO SANTO AGOSTINHO
1667;DOUTOR JOSE COELHO DOS SANTOS
1668;EMPRESARIAL PARK SUL
1669;EQNM 17 BLOCO D
1670;EQNN 20 BLOCO A
1671;EQNN 24 BLOCO C
1672;EQNN 4 BLOCO B
1673;EQNN 8 BLOCO A
1674;EQNO 9 BLOCO B
1675;EQNP 13 BLOCO H
1676;EQNP 28 BLOCO F
1677;ESCD EZEQUIEL CORREIA DE OLIVEIRA
1678;ESPLANADA DOS MINISTERIOS
1679;ESTACAO ROD SHOPPING CENTER
1680;ESTANCIA CADEADO
1681;ESTANCIA HS
1682;ESTANCIA JO CA
1683;ESTANCIA PRIMAVERA
1684;ESTANCIA SANTA LUZIA
1685;ESTANCIA VO CIRO
1686;ESTL RETIRO SAUDOSO
1687;ESTM BARRA BONITA BAIRRO BARREIRINHO
1688;ESTM BIRIGUI AO BAIRRO CAXIMBA
1689;ESTM GASTAO VIDIGAL A NHANDEARA
1690;ESTM SPV
1691;ESTRADA AFONSO LOURENCO MARIANTE
1692;ESTRADA AGUAS NEGRAS IT
1693;ESTRADA AMELIA B DOS SANTOS
1694;ESTRADA APIAI A ITAOCA SERRA ATLANTICA
1695;ESTRADA AVARE ITATINGA
1696;ESTRADA BAIRRO ANTUNES SP
1697;ESTRADA BAIRRO ENGENHO VELHO
1698;ESTRADA BAIXA GRANDE
1699;ESTRADA BANDEIRANTES DOESTE FAZCEZARIA
1700;ESTRADA BASILIO SILOTTO SITIO SAO BENTO
1701;ESTRADA BATALHA
1702;ESTRADA BENEDITO CESARIO DE OLIVEIRA
1703;ESTRADA BIRIGUI AO BAIRRO VEADO
1704;ESTRADA BOA VISTA
1705;ESTRADA BR 101
1706;ESTRADA BR 116
1707;ESTRADA BR 174
1708;ESTRADA CAICARA
1709;ESTRADA CAMPESTRE
1710;ESTRADA CHACARA AGUA SECA
1711;ESTRADA CHACARA SANTO ANTONIO
1712;ESTRADA CHAPECO FACH DOS ROSA
1713;ESTRADA COSTA GAMA
1714;ESTRADA CRISTAIS PTA SENTIDO BORDA DA MATA
1715;ESTRADA DA AGUA ESPRAIADA
1716;ESTRADA DA BARRA DE GUARATIBA
1717;ESTRADA DA BARRA DE MAMANGUAPE
1718;ESTRADA DA BARREIRA
1719;ESTRADA DA BARRINHA
1720;ESTRADA DA BARROCADA
1721;ESTRADA DA BATALHA
1722;ESTRADA DA BONANZA
1723;ESTRADA DA FAZENDINHA
1724;ESTRADA DA MAIOBA
1725;ESTRADA DA MARACACUERA
1726;ESTRADA DA MAROMBA
1727;ESTRADA DA PEDRA FERRADA
1728;ESTRADA DA PETROBRAS
1729;ESTRADA DA PRAIA PRETA
1730;ESTRADA DA QUINTA DIVISAO
1731;ESTRADA DA ROSELANDIA
1732;ESTRADA DA TRINDADE
1733;ESTRADA DAS CANOAS
1734;ESTRADA DAS PALMEIRAS L
1735;ESTRADA DAVID CORREA
1736;ESTRADA DE BONSUCESSO
1737;ESTRADA DE FERRO MADEIRA MAMORE
1738;ESTRADA DE GUARAPIRANGA
1739;ESTRADA DE IGUACU
1740;ESTRADA DE IPANEMA
1741;ESTRADA DE ITAVUVU
1742;ESTRADA DE JACAREPAGUA
1743;ESTRADA DE JACUTINGA
1744;ESTRADA DE PINDORAMA A ROBERTO
1745;ESTRADA DE RIBAMAR
1746;ESTRADA DE SANTA ISABEL
1747;ESTRADA DE SEPETIBA
1748;ESTRADA DO
1749;ESTRADA DO AMBAI
1750;ESTRADA DO BAIRRO RIBEIRAO BRANCO AO BAIRRO SAO FRANCISCO
1751;ESTRADA DO CAMPO LIMPO
1752;ESTRADA DO CANADA
1753;ESTRADA DO CAPAO REDONDO
1754;ESTRADA DO CARANGOLA
1755;ESTRADA DO COCO SHOPPING LITORAL NORTE
1756;ESTRADA DO CONTORNO
1757;ESTRADA DO COPIUVA
1758;ESTRADA DO CORREDOR
1759;ESTRADA DO ENGENHO NOVO
1760;ESTRADA DO EVARISTO
1761;ESTRADA DO ICUI GUAJARA
1762;ESTRADA DO ITANHANGA
1763;ESTRADA DO JACARANDA
1764;ESTRADA DO JACCU RECANTO SANTO ANTONIO
1765;ESTRADA DO LUTERO
1766;ESTRADA DO M BOI MIRIM
1767;ESTRADA DO MANGUARIBA
1768;ESTRADA DO MENDANHA
1769;ESTRADA DO MIRIM
1770;ESTRADA DO MONTEIRO
1771;ESTRADA DO PAIOL
1772;ESTRADA DO PEDREGULHO
1773;ESTRADA DO PEDROSO
1774;ESTRADA DO PINHEIRINHO
1775;ESTRADA DO PORTELA
1776;ESTRADA DO TIMBO
1777;ESTRADA DO TINGUI
1778;ESTRADA DOS BANDEIRANTES
1779;ESTRADA DOS CLEMENTES
1780;ESTRADA DOS CUNHAS
1781;ESTRADA DOS OFICIAIS
1782;ESTRADA DOS TRES RIOS
1783;ESTRADA DOUGLAS WASHINGTON GOMES DE ARAUJO
1784;ESTRADA ENGENHEIRO MARCILAC
1785;ESTRADA FAZENDINHA
1786;ESTRADA FEDERAL BR
1787;ESTRADA FRANCISCO DA CRUZ NUNES
1788;ESTRADA GENERAL MENA BARRETO
1789;ESTRADA GERAL
1790;ESTRADA GERAL DO MORRO AGUDO
1791;ESTRADA GERAL NOVA VICENCA
1792;ESTRADA GERAL PRAIA DA FERRUGEM
1793;ESTRADA GOVERNADOR CHAGAS FREITAS
1794;ESTRADA GUANDU DO SAPE
1795;ESTRADA GUAVIRUTUBA
1796;ESTRADA IARAS A LENCOIS PAULISTA
1797;ESTRADA IBIA PRATINHA
1798;ESTRADA ITAJOBI AO BAIRRO CAMPO TRISTE
1799;ESTRADA JOAO DE OLIVEIRA REMIAO
1800;ESTRADA KM
1801;ESTRADA LARAMARA
1802;ESTRADA LIMOEIRO DE SANTO ANTONIO
1803;ESTRADA LINHA APARECIDA
1804;ESTRADA LINHA CURITIBA
1805;ESTRADA LINHA MARFISA
1806;ESTRADA LINHA TOMASI
1807;ESTRADA LINHA TRINTA E UM DE OUTUBRO
1808;ESTRADA LOCALIDADE DE PONTA NOVA
1809;ESTRADA M BOI MIRIM
1810;ESTRADA M PELADO A MORRO DNEGRO
1811;ESTRADA MELECARDI
1812;ESTRADA MONTE ALTO A APARECIDA DE MONTE ALTO
1813;ESTRADA MUNICIPAL
1814;ESTRADA MUNICIPAL ANTONIO NAVARRETE BARROSO
1815;ESTRADA MUNICIPAL BAIRRO CORREGO SECO
1816;ESTRADA MUNICIPAL BOITUVA PORTO FELIZ ALTURA DO
1817;ESTRADA MUNICIPAL DO CASTANHO
1818;ESTRADA MUNICIPAL DO MURUNDU
1819;ESTRADA MUNICIPAL DO RIBEIRAO DO MEIO
1820;ESTRADA MUNICIPAL IVA
1821;ESTRADA MUNICIPAL JABOTICABAL A PITANGUEIRAS DEPOIS DO DISTRITO LUZITANIA
1822;ESTRADA MUNICIPAL LIMEIRA A SANTA BARBARA D OESTE
1823;ESTRADA MUNICIPAL LOUVEIRA VINHEDO
1824;ESTRADA MUNICIPAL PACAEMBU MIRANDOPOL
1825;ESTRADA MUNICIPAL PALMEIRAS MORRO CAVADO
1826;ESTRADA MUNICIPAL QUE VAI A PRAINHA TERCEIRA ENTRADA NA CURVA
1827;ESTRADA MUNICIPAL ROLA
1828;ESTRADA MUNICIPAL RUBIACEA AO BAIRRO JANGADINHA
1829;ESTRADA MUNICIPAL SAIDA PTO CAIUA
1830;ESTRADA MUNICIPAL SUMARE A TAQUARA BRANCA
1831;ESTRADA MUNICIPAL TURIUBA A MONCOES
1832;ESTRADA MUNICIPAL TURIUBA MACAUBAL
1833;ESTRADA MUNICIPAL VALPARAISO BENTO DE ABREU APOS O CAMPO DE AVIACAO
1834;ESTRADA MUNICIPAL VERA CRUZ AO BAIRRO BANDEIRANTES
1835;ESTRADA MUNPIEDADE AO BAIRRO DAS FURNAS
1836;ESTRADA PARA O BAIRRO MACAUBA
1837;ESTRADA PARA PIRAPOZINHO
1838;ESTRADA PEDRO FERREIRA
1839;ESTRADA PICADA DA CRUZ
1840;ESTRADA PIEDADE A TAPIRAI
1841;ESTRADA PR
1842;ESTRADA PRESIDENTE J K DE OLIVEIRA
1843;ESTRADA PRINCIPAL DE SAO PEDRO
1844;ESTRADA QUEBRA CANGALHA
1845;ESTRADA RAUL VEIGA
1846;ESTRADA REAL DE MARICA
1847;ESTRADA RIBAMAR
1848;ESTRADA RIBEIRAO
1849;ESTRADA RIBEIRAO FUNDO DE BAIXO
1850;ESTRADA ROLDAO DE O GAMA
1851;ESTRADA RS 118
1852;ESTRADA RS 122
1853;ESTRADA RS 235
1854;ESTRADA RS 30
1855;ESTRADA RS 389
1856;ESTRADA RS 407
1857;ESTRADA RS 509
1858;ESTRADA RS T
1859;ESTRADA RURAL
1860;ESTRADA SAIDA PARA TOLEDO
1861;ESTRADA SANTA ADELIA A URURAI
1862;ESTRADA SANTA ELIZA
1863;ESTRADA SANTA MARIA
1864;ESTRADA SAO FRANCISCO
1865;ESTRADA SAO J IVAI UBAUNA
1866;ESTRADA SAO JOAO CLIMACO
1867;ESTRADA SAO MARCELINO CHAMPAGNAT
1868;ESTRADA SERVIDAO
1869;ESTRADA TOLEDO EXTREMA
1870;ESTRADA UNIAO E INDUSTRIA
1871;ESTRADA URU
1872;ESTRADA VARGEM GRANDE
1873;ESTRADA VELHA DE BELA VISTA
1874;ESTRADA VELHA SP RJ
1875;ESTRADA VICINAL ROBERTO ROMANINI OSV CRUZ A SALMOURAO
1876;ESTRADA VICINAL SFS
1877;EXATOR DAS LAVRAS
1878;EXATOR DIST PINTOS NEGREIROS
1879;EXATOR DO PRE
1880;FAZENDA 1
1881;FAZENDA ANGILCAL
1882;FAZENDA ARAGUARI
1883;FAZENDA ARARIBA
1884;FAZENDA ASSENTAMENTO AGUA LIMPA
1885;FAZENDA BAGUARI
1886;FAZENDA BARBOSA
1887;FAZENDA BARRA ALEGRE
1888;FAZENDA BOA ESPERANCA
1889;FAZENDA BOA SORTE SEDE
1890;FAZENDA BOA VISTA
1891;FAZENDA BOM JARDIM
1892;FAZENDA BONITO RODOVIA GO
1893;FAZENDA CACHOEIRA
1894;FAZENDA CACHOEIRA DOS TOMAZES
1895;FAZENDA CAMPO LINDO
1896;FAZENDA CARNAUBAL
1897;FAZENDA CHUPADOURO
1898;FAZENDA DA CONCEICAO
1899;FAZENDA DA MATA
1900;FAZENDA DA PAZ
1901;FAZENDA DA PENHA
1902;FAZENDA JABARANDAIA
1903;FAZENDA JACARE
1904;FAZENDA JACUTINGA
1905;FAZENDA JUPIA
1906;FAZENDA LAGEADO
1907;FAZENDA LAGOA DA MATA
1908;FAZENDA LARANJEIRAS DOS COSMOS
1909;FAZENDA LIBERDADE
1910;FAZENDA MACAUBAL
1911;FAZENDA MACUCO
1912;FAZENDA MALDONADO
1913;FAZENDA MARACUJA
1914;FAZENDA MARIA CONSTANCIA
1915;FAZENDA MERGULHAO
1916;FAZENDA MONTE ALTO
1917;FAZENDA MUCAMBO DOS BOIS
1918;FAZENDA NOSSA SENHORA APARECIDA
1919;FAZENDA OLHO D AGUA
1920;FAZENDA PADROEIRA
1921;FAZENDA PAINEIRAS
1922;FAZENDA PAIOL DO ITAGACABA
1923;FAZENDA PARAISO
1924;FAZENDA PEDROS AN
1925;FAZENDA PIABANHA
1926;FAZENDA PINGO DE OURO
1927;FAZENDA PIRITUBA
1928;FAZENDA PITANGA
1929;FAZENDA POCOES
1930;FAZENDA PONTAL
1931;FAZENDA QUATA SNRO EXPEDICAO
1932;FAZENDA RANCHO ALEGRE
1933;FAZENDA RANCHO RODENGRONAN ROCHA
1934;FAZENDA RECANTO
1935;FAZENDA RETIRO DOS PATOS
1936;FAZENDA RIACHO DO MEIO
1937;FAZENDA RIO CLARO OU TUBUNAS
1938;FAZENDA RODOVIA RAPOSO TAVARES SENTIDO P PRUDENTE ASSI
1939;FAZENDA SANTA AMELIA
1940;FAZENDA SANTA CLARA II
1941;FAZENDA SANTA CRUZ
1942;FAZENDA SANTA IRENE
1943;FAZENDA SANTA MARGARIDA
1944;FAZENDA SANTA MARIA
1945;FAZENDA SANTA RITA
1946;FAZENDA SANTA ROSA FINAL AV ALEXANDRITA
1947;FAZENDA SANTA TEREZINHA
1948;FAZENDA SANTO ANTONIO DA BOA VISTA
1949;FAZENDA SANTO ANTONIO DO BONFIM
1950;FAZENDA SAO FERNANDO
1951;FAZENDA SAO FRANCISCO
1952;FAZENDA SAO JOAO
1953;FAZENDA SAO JOAO GLEBA II
1954;FAZENDA SAO JOSE
1955;FAZENDA SAO JUDAS TADEU
1956;FAZENDA SAO LUIZ
1957;FAZENDA SAO MANUEL
1958;FAZENDA SITIO NOVO
1959;FAZENDA SOBRADO GLEBA C
1960;FAZENDA SOTECO
1961;FAZENDA TRES BARRAS
1962;FAZENDA TRES CORACOES
1963;FAZENDA VARGEM DOS COQUEIROS
1964;FAZENDA VARZEA DO LOPES
1965;FAZENDA VELHA
1966;FAZENDA VEREDAS II
1967;FAZENDA VILA RICA
1968;FEIA DO COMERCIO
1969;FST ESTRADA AC
1970;GALERIA CONSTANCA VALADARES
1971;GALERIA EDEN CLUBE
1972;GALERIA EPAMINONDAS BRAGA
1973;GALERIA GUSTAVO CORREIA
1974;GALERIA PAULA GUEDES
1975;GALERIA PIO
1976;GALERIA PRESTES MAIA
1977;JARDIM SANTA HELENA
1978;JARDIM SAO JOSE
1979;KM
1980;LAD DA CATEDRAL
1981;LAD EUSTAQUIO GOMES DE MELO
1982;LADEIRA DO FUNIL
1983;LADEIRA PARA
1984;LAGO DO PAICANDU
1985;LARGO DO SANTO ANTONIO
1986;LARGO ESPLANADA
1987;LARGO HUGOLINO ANDRADE
1988;LHA FAXINAL
1989;LI REGINATTO
1990;LIN
1991;LINH LAGEADINHO
1992;LINH LINHA SAO FRANCISCO
1993;LINHA 21 DE ABRIL
1994;LINHA BOA ESPERANCA
1995;LINHA DERRUBADA ALTA
1996;LINHA DOM CARLOS
1997;LINHA RINCAO DE SOUZA
1998;LINHA SAO FELIX
1999;LINHA SAO JORGE
2000;LINHA SAO LUIZ
2001;LINHA TRES IRMAOS
2002;LNHA GLEBA NHANDU
2003;LOCALIDADE
2004;LOCALIDADE A ESPP CINEMA
2005;LOCALIDADE AGUA DA PINGUELA
2006;LOCALIDADE ALMEDA MOLINA
2007;LOCALIDADE AREA DA ACOMINAS
2008;LOCALIDADE AREA ESP
2009;LOCALIDADE ARSE
2010;LOCALIDADE BARREIROS
2011;LOCALIDADE BATALHA
2012;LOCALIDADE BEIRA DAGUA
2013;LOCALIDADE BELA VISTA DO SUL
2014;LOCALIDADE BLOCO D BOX
2015;LOCALIDADE BR 116
2016;LOCALIDADE BR 153
2017;LOCALIDADE CACHOEIRINHA
2018;LOCALIDADE CALCADAO S M CARVALHO
2019;LOCALIDADE CAMINHO D
2020;LOCALIDADE CAMPOS
2021;LOCALIDADE CAPELA DO SACO
2022;LOCALIDADE CEASA
2023;LOCALIDADE CENTRO PASTORALD WAGNER
2024;LOCALIDADE CERRO BRANCO
2025;LOCALIDADE CHACARA S APARECIDA
2026;LOCALIDADE CHACARA SAO JOAO
2027;LOCALIDADE COQUEIRO
2028;LOCALIDADE CORREGO DO PRATA
2029;LOCALIDADE CORREGO DOS MONOS
2030;LOCALIDADE DE LINHA PROGRESSO
2031;LOCALIDADE EST GUARUJA BERTNIOGA
2032;LOCALIDADE ESTRADA SAO VENDELINO
2033;LOCALIDADE FAZENDA SAMAMBAIA
2034;LOCALIDADE FAZENDA TORREAO
2035;LOCALIDADE FOLHA
2036;LOCALIDADE HERVAL
2037;LOCALIDADE LINHA CORONEL BRITO
2038;LOCALIDADE LOCALIDADE PADILHA
2039;LOCALIDADE MERCADO CENTRAL
2040;LOCALIDADE MERCADO PUB S AGOSTINHO
2041;LOCALIDADE MERCADO PUBLICO BOX
2042;LOCALIDADE MONTEIRO
2043;LOCALIDADE PATIS
2044;LOCALIDADE PERITO IRRG CURU PARAIPABA
2045;LOCALIDADE REDE ELETRICA
2046;LOCALIDADE RINCAO PEDRO MARQUES
2047;LOCALIDADE RIO BARIGUI
2048;LOCALIDADE ROD CIA AEROPORTO
2049;LOCALIDADE ROD GO
2050;LOCALIDADE RODOVIA CORNELIO PIRES
2051;LOCALIDADE RODOVIA RAPOSO TAVARES
2052;LOCALIDADE ROMEOPOLIS CX POSTAL
2053;LOCALIDADE SEM DENOMINACAO
2054;LOCALIDADE SERTAO
2055;LOCALIDADE SETOR A
2056;LOCALIDADE SITIO DA MATA
2057;LOCALIDADE SITIO DO PORTO GUAXUPE
2058;LOCALIDADE ST CORREGO SAO BENTO
2059;LOCALIDADE TERMINAL RODOVIARIO
2060;LOCALIDADE VALINHOS ANTIGA RODOV
2061;LOCALIDADE VARGINHA
2062;LOCALIDADE VIA ANHANGUERA
2063;LOCALIDADE VILA DE JAUA
2064;LOCALIDADE VILA FATIMA
2065;LOCALIDADE VILA NOVA
2066;LOCALIDADE VILA SAO JOSE DA ARAPAR
2067;LOG ANTIGA SERRARIA
2068;LOTEAMENTO AGUA BRANCA
2069;LOTEAMENTO ESPACO ALPHA
2070;LOTEAMENTO JARDIM METROPOLES
2071;LOTEAMENTO PIUM RIO DO COCO
2072;LOTEAMENTO PORTO DO SOL
2073;LOTEAMENTO PRAIA DO DE IMBASSAI
2074;LOTEAMENTO PRIMAVERA
2075;LOTEAMENTO RECANTO ANDAIA
2076;LOTEAMENTO RUA TITU NUNES DE OLIVEIRA
2077;LOTEAMENTO SANTA LUCIA
2078;LOTEAMENTO SANTO ANTONIO
2079;LOTEAMENTO STELLA MARIS
2080;MARGEM BA 1
2081;MARGEM DA BR 101
2082;MARGEM DIREITA DO RIO PARAUAU
2083;MARGEM DIRETOR ROD MT
2084;MARGENS BR
2085;MC 2
2086;MERCADO PULBLICO
2087;NOSSA SENHORA DAS DORES
2088;NUCLEO CIDADE DE DEUS
2089;P
2090;PARQUE POVOADO RIACHO SECA
2091;PASSAGEM AGUAS NEGRAS
2092;PASSAGEM GAIAPOS
2093;PASSAGEM MARANATA
2094;PASSAGEM SAO JORGE
2095;PASSEIO EUCLIDES DA CUNHA
2096;PASSEIO MARQUES DE CARAVELA
2097;PASSEIO SANTA FE
2098;PASSEIO SAO SEBASTIAO
2099;PASSO DO VALO SITIO DOS VALERIOS
2100;POMBA ASA BRANCA
2101;POUZO ALTO
2102;POVOADO BELA VISTA
2103;POVOADO BOA VISTA DO CASSIANO
2104;POVOADO GRAVATA
2105;POVOADO MARRUAS
2106;POVOADO OITEIRO
2107;POVOADO SECO DAS MULATAS
2108;PRACA 13 DE MAIO
2109;PRACA 20 DE SETEMBRO
2110;PRACA 5 DE JANEIRO
2111;PRACA ABRANTES
2112;PRACA ALMIRANTE BARROSO
2113;PRACA ALPHA DE CENTAURO
2114;PRACA ANA MARGARIDA
2115;PRACA ANTENOR NAVARRO
2116;PRACA ANTONIO CARLOS
2117;PRACA ANTONIO DIAS AGIBERT
2118;PRACA ANTONIO RIBEIRO CUNHA
2119;PRACA ANTONIO TELES
2120;PRACA ARCIPRESTE ANSELMO DE OLIVEIRA
2121;PRACA ARLINDO RODRIGUES
2122;PRACA ARMINDO AZEVEDO
2123;PRACA BARAKAT ISSA BARAKAT
2124;PRACA BARAO DO RIO BRANCO
2125;PRACA BENEDITO VALADARES
2126;PRACA BENICIO MELO
2127;PRACA BIAS FORTES
2128;PRACA CARLOS BOTELHO
2129;PRACA CASTELO BRANCO
2130;PRACA CELSO RAMOS
2131;PRACA COMENDADOR JOSE HONORIO
2132;PRACA COMERCIO
2133;PRACA CONEGO FIRMIANO
2134;PRACA CONEGO VITOR
2135;PRACA CORONEL JOAO PEDRO
2136;PRACA CORONEL LUIZ COUTINHO
2137;PRACA CORONEL MANOEL LAGE
2138;PRACA CORONEL SOUZA MAIA
2139;PRACA CORUMBA
2140;PRACA CRISTO REI
2141;PRACA D HELVEC G DE OLIVEIRA
2142;PRACA D PEDRO II
2143;PRACA DA
2144;PRACA DA BANDEIRA
2145;PRACA DA CONCEICAO
2146;PRACA DA MATRIZ
2147;PRACA DA MATRIZ POV DE ESPRAIADO
2148;PRACA DA PAZ
2149;PRACA DA POMPEIA
2150;PRACA DA REPUBLICA
2151;PRACA DA SOLEDADE
2152;PRACA DAS ROSAS
2153;PRACA DEPUTADO DARCY MARINHO
2154;PRACA DIOGO CAVALCANTE
2155;PRACA DO CARMO
2156;PRACA DO COMERCIO
2157;PRACA DO MERCADO
2158;PRACA DO MERCADO VELHO
2159;PRACA DO PEQUI
2160;PRACA DO SANTUARIO
2161;PRACA DOM ADAUTO
2162;PRACA DOS ARTISTAS
2163;PRACA DOS EXPEDICIONARIOS
2164;PRACA DOS FERROVIARIOS
2165;PRACA DOS MOTORISTAS
2166;PRACA DOUTOR GAMA
2167;PRACA DOUTOR JOSE PINTO VIEIRA
2168;PRACA DRAUGUSTO GONCALVES
2169;PRACA DUQUE DE CAXIAS
2170;PRACA DURVAL DE ANDRADE
2171;PRACA EDMUNDO VALLE
2172;PRACA EMANOEL PINHEIRO
2173;PRACA EMILIO TALIB
2174;PRACA ENOQUE BARBOSA ROMAO
2175;PRACA ESPERANCA
2176;PRACA ESTEVAO SANTOS
2177;PRACA FORTALEZA
2178;PRACA FRANKLIN ROOSEVELT
2179;PRACA GAGO COUTINHO
2180;PRACA GAMA CERQUEIRA
2181;PRACA GAUCHA
2182;PRACA GENERAL OSORIO
2183;PRACA GETULIO VARGAS
2184;PRACA HERCILIO LIMA
2185;PRACA IGUATEMI MARTINS
2186;PRACA JOAO BAWDEN
2187;PRACA JOAO MACIEL NEIVA
2188;PRACA JOAO MARQUES DE OLIVEIRA
2189;PRACA JOAO MONEYOUR
2190;PRACA JOAO PASTORINHO DE ASSUNCAO
2191;PRACA JOAO PESSOA
2192;PRACA JOAO XAVIER DA COSTA
2193;PRACA JOSE BATISTA MARRA
2194;PRACA JOSE DA COSTA CARVALHO
2195;PRACA JUAREZ TAVORA
2196;PRACA JULIO MESQUITA
2197;PRACA JULIO PRESTES
2198;PRACA LEONARDO GUTIERREZ
2199;PRACA LEONEO MODESTO LOPES
2200;PRACA LEONIDAS MELO
2201;PRACA LEONOR CORREIA
2202;PRACA LOMANTO JUNIOR
2203;PRACA LUIZ VENTURA
2204;PRACA LUIZ VIANA
2205;PRACA MACARIO BARRETO
2206;PRACA MACIEL PINHEIRO
2207;PRACA MAIACA
2208;PRACA MALVINO REIS
2209;PRACA MARECHAL FLORIANO PEIXOTO
2210;PRACA MARTINIANO MAIA
2211;PRACA MEGUMU TANAKA
2212;PRACA MELO PEIXOTO
2213;PRACA MERCADO PUBLICO
2214;PRACA MONSENHOR BERENGUER
2215;PRACA MOREIRA CABRAL
2216;PRACA MOREIRA CESAR
2217;PRACA NOSSA SENHORA DE FATIMA
2218;PRACA OLIMPIO CAMPOS
2219;PRACA OSWALDO COSTA
2220;PRACA PADRE FRANCISCO
2221;PRACA PADRE MANOEL DE OLIVEIRA
2222;PRACA PADRE MATEUS
2223;PRACA PAROBE
2224;PRACA PEDRO CHAVES
2225;PRACA PEDRO DE TOLEDO
2226;PRACA PEDRO TEIXEIRA
2227;PRACA PRESIDENTE CASTELO BRANCO
2228;PRACA PROFESSOR MARIO BULCAO
2229;PRACA QUINTINO BOCAIUVA
2230;PRACA QUINZE DE NOVEMBRO
2231;PRACA RAMATIS
2232;PRACA RIO BRANCO
2233;PRACA RUY BARBOSA
2234;PRACA SAENS PENA
2235;PRACA SALUSTIANO REGO
2236;PRACA SANTA RITA
2237;PRACA SANTA TEREZINHA
2238;PRACA SANTO ANTONIO
2239;PRACA SAO JOSE
2240;PRACA SAO JUDAS TADEU
2241;PRACA SEBASTIAO VAZ
2242;PRACA SENADOR VITORINO FREIRE
2243;PRACA SESQUICENTENARIO
2244;PRACA SETE DE FEVEREIRO
2245;PRACA TIRADENTES
2246;PRACA TUBAL VILELA
2247;PRACA VEREADOR JOSE MARQUES BORGES
2248;PRACA VICTOR BRITO CENTRO MEDICO ODONTOLOGICO
2249;PRACA VINTE E NOVE DE DEZEMBRO
2250;PRACA WALDEMAR GOMES TELLES
2251;PRACA XAVIER
2252;PRACA XV DE NOVEMBRO
2253;PRACA ZACARIAS
2254;PRAI DO CAJU
2255;PRAIA DE BOTAFOGO
2256;PROFESSOR ARTUR PEREIRA DE OLIVEIRA
2257;PROLONGAMENTO BAHIA
2258;Q 509 BLOCO A
2259;QA
2260;QC 1 CONJUNTO 3
2261;QC 6
2262;QDRA
2263;QE 26
2264;QE 7 BLOCO H
2265;QI 15
2266;QI 18
2267;QI 23
2268;QI 29 BLOCO A
2269;QMSW 4
2270;QMSW 5 BLOCO E
2271;QN 15 CONJUNTO 1
2272;QN 225 CONJUNTO 1
2273;QN 309 CONJUNTO 7
2274;QN 513 CONJUNTO B
2275;QN 7 CONJUNTO 22
2276;QND
2277;QND 27
2278;QND 28
2279;QND 3
2280;QNG 30
2281;QNH
2282;QNJ
2283;QNL 10 CONJUNTO A
2284;QNM 18 CONJUNTO A
