cd_cnpj;de_ramo_atividade_principal;cod_ramo_atividade_principal;cd_ramo_atividade;nu_ordem;de_ramo_atividade
14524120000100;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;4520005;4520005~@~4520007;0~@~1;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES~@~SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES
14530689000170;RESTAURANTES E SIMILARES;5611201;5611201;0;RESTAURANTES E SIMILARES
03634471000140;OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE;4299599;4299599~@~4399199;0~@~1;OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE~@~SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
12709639000120;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;3101200;3101200~@~4330404;0~@~1;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
16491837000110;CULTIVO DE MUDAS EM VIVEIROS FLORESTAIS;0210106;0210106~@~7490199~@~8599604;0~@~1~@~2;CULTIVO DE MUDAS EM VIVEIROS FLORESTAIS~@~OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE~@~TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL
15555488000190;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
12508301000290;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;4752100;4752100~@~4753900~@~4754701~@~4754702;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA~@~COMERCIO VAREJISTA DE MOVEIS~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
23508666000150;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;4771701;0;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
79176954000100;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES;4520001;4520001~@~4520002~@~4520003~@~4520004;0~@~1~@~2~@~3;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES~@~SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
03216826000180;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700;0;COMERCIO VAREJISTA DE BEBIDAS
59823567000100;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;2539001;2539001;0;SERVICOS DE USINAGEM, TORNEARIA E SOLDA
21882808000110;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;5611203;5611203;0;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
84451533000180;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
86974268000140;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES;7490101;7490101;0;SERVICOS DE TRADUCAO, INTERPRETACAO E SIMILARES
16529164000140;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;4520002;4520002~@~4520005;0~@~1;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES~@~SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES
14344061000180;ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES;3600602;3600602~@~3702900~@~4744004~@~4930202~@~4930204;0~@~1~@~2~@~3~@~4;ATIVIDADES RELACIONADAS A ESGOTO, EXCETO A GESTAO DE REDES~@~COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS~@~DISTRIBUICAO DE AGUA POR CAMINHOES~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO DE MUDANCAS
70003272000120;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;4619200;4619200;0;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
14074824000110;COMERCIO VAREJISTA DE LIVROS;4761001;4761001~@~4789003~@~5811500~@~5813100~@~8599699;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE LIVROS~@~COMERCIO VAREJISTA DE OBJETOS DE ARTE~@~EDICAO DE LIVROS~@~EDICAO DE REVISTAS~@~OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
14071915000100;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;4713002;4713002~@~4755503~@~4772500~@~4781400~@~4789001;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS~@~LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
06369176000100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100;0;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
05127890000110;COMERCIO VAREJISTA DE BEBIDAS;4723700;4723700;0;COMERCIO VAREJISTA DE BEBIDAS
05019667000150;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;4930202;4930202~@~7711000;0~@~1;LOCACAO DE AUTOMOVEIS SEM CONDUTOR~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
08221979000130;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;4751200;4751200~@~4761003;0~@~1;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
10636404000120;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4322302;4322302~@~4530703~@~4742300~@~4751200~@~4752100;0~@~1~@~2~@~3~@~4;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO VAREJISTA DE MATERIAL ELETRICO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO
14247424000160;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;5620104;5620104;0;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
03621564000130;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO;4619200;4619200;0;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
33066952003930;FABRICACAO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLASTICO;2221800;2221800;0;FABRICACAO DE LAMINADOS PLANOS E TUBULARES DE MATERIAL PLASTICO
11605022000100;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;1622699;1622699~@~4321500~@~4322301~@~4330404~@~4399103;0~@~1~@~2~@~3~@~4;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO~@~INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS~@~OBRAS DE ALVENARIA~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
04244908000100;COMERCIO VAREJISTA DE CARNES  ACOUGUES;4722901;4722901;0;COMERCIO VAREJISTA DE CARNES  ACOUGUES
04529832000150;CONSTRUCAO DE EDIFICIOS;4120400;4120400~@~4299501;0~@~1;CONSTRUCAO DE EDIFICIOS~@~CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
00260778000130;SERVICOS ADVOCATICIOS;6911701;6911701;0;SERVICOS ADVOCATICIOS
10514795000100;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;4771701;4771701;0;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
09513877000150;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;4744099;4744099;0;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
06111992000100;ACABAMENTO DE CALCADOS DE COURO SOB CONTRATO;1531902;1531902;0;ACABAMENTO DE CALCADOS DE COURO SOB CONTRATO
11359618000240;LABORATORIOS CLINICOS;8640202;8640202;0;LABORATORIOS CLINICOS
08631539000150;MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL;3314707;3314707;0;MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL
09007110000150;ADMINISTRACAO DE OBRAS;4120400;4120400~@~4212000~@~4213800~@~4299501~@~4399101;0~@~1~@~2~@~3~@~4;ADMINISTRACAO DE OBRAS~@~CONSTRUCAO DE EDIFICIOS~@~CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS~@~CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS~@~OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS
03024813000290;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;4721102;4721102;0;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
02762282000190;MONTAGEM E INSTALACAO DE SISTEMAS E EQUIPAMENTOS DE ILUMINACAO E SINALIZACAO EM VIAS PUBLICAS, PORTOS E AEROPORTOS;4329104;4329104;0;MONTAGEM E INSTALACAO DE SISTEMAS E EQUIPAMENTOS DE ILUMINACAO E SINALIZACAO EM VIAS PUBLICAS, PORTOS E AEROPORTOS
02890579000130;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;4721102;4721102;0;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
15465142000100;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;3212400;3212400~@~4772500~@~4781400~@~4789003;0~@~1~@~2~@~3;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~COMERCIO VAREJISTA DE OBJETOS DE ARTE~@~FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES
03784213000140;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
05481258000170;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
04245120000100;COMERCIO VAREJISTA DE LIVROS;4761001;4761001;0;COMERCIO VAREJISTA DE LIVROS
11695813000160;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;4781400;4781400;0;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
41026360000140;COMERCIO VAREJISTA DE TECIDOS;4755501;4755501;0;COMERCIO VAREJISTA DE TECIDOS
72129083001520;FABRICACAO DE ADUBOS E FERTILIZANTES, EXCETO ORGANOMINERAIS;2013402;2013402;0;FABRICACAO DE ADUBOS E FERTILIZANTES, EXCETO ORGANOMINERAIS
02053345000210;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;4772500;4772500;0;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
11448505000130;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS;4613300;4613300;0;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MADEIRA, MATERIAL DE CONSTRUCAO E FERRAGENS
02536722000190;ENSINO FUNDAMENTAL;8513900;8513900;0;ENSINO FUNDAMENTAL
75923185002310;COMERCIO VAREJISTA DE MOVEIS;4753900;4753900~@~4754701;0~@~1;COMERCIO VAREJISTA DE MOVEIS~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
55235048000170;CLUBES DE INVESTIMENTO;6499901;6499901;0;CLUBES DE INVESTIMENTO
60309721000100;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4520001;4520001~@~4520002~@~4520003~@~4520004~@~4530703;0~@~1~@~2~@~3~@~4;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES~@~SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
24815912000180;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;4755502;0;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
02458074000100;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;4744005;4744005;0;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
05681726000150;TREINAMENTO EM INFORMATICA;8599603;8599603;0;TREINAMENTO EM INFORMATICA
05367599000110;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930202;4930202;0;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
04181950000110;CONSULTORIA EM TECNOLOGIA DA INFORMACAO;6201501;6201501~@~6202300~@~6203100~@~6204000~@~6209100;0~@~1~@~2~@~3~@~4;CONSULTORIA EM TECNOLOGIA DA INFORMACAO~@~DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA~@~DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS~@~DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NAOCUSTOMIZAVEIS~@~SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO
04085782000160;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;4789004;4789004~@~9609208;0~@~1;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO~@~HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMESTICOS
15637845000160;TESTES E ANALISES TECNICAS;7120100;7120100~@~8599604;0~@~1;TESTES E ANALISES TECNICAS~@~TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL
16942879000120;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA;2229399;2229399~@~3292202~@~4642701~@~4642702~@~4763604;0~@~1~@~2~@~3~@~4;COMERCIO ATACADISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS, EXCETO PROFISSIONAIS E DE SEGURANCA~@~COMERCIO ATACADISTA DE ROUPAS E ACESSORIOS PARA USO PROFISSIONAL E DE SEGURANCA DO TRABALHO~@~COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING~@~FABRICACAO DE ARTEFATOS DE MATERIAL PLASTICO PARA OUTROS USOS NAO ESPECIFICADOS ANTERIORMENTE~@~FABRICACAO DE EQUIPAMENTOS E ACESSORIOS PARA SEGURANCA PESSOAL E PROFISSIONAL
09135639000230;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4530703;4530703~@~4763605;0~@~1;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO VAREJISTA DE EMBARCACOES E OUTROS VEICULOS RECREATIVOS, PECAS E ACESSORIOS
01535441000150;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;4774100;4774100;0;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
02920641000190;ATIVIDADES AUXILIARES DOS SEGUROS, DA PREVIDENCIA COMPLEMENTAR E DOS PLANOS DE SAUDE NAO ESPECIFICADAS ANTERIORMENTE;6629100;6629100;0;ATIVIDADES AUXILIARES DOS SEGUROS, DA PREVIDENCIA COMPLEMENTAR E DOS PLANOS DE SAUDE NAO ESPECIFICADAS ANTERIORMENTE
90057274000100;ALUGUEL DE IMOVEIS PROPRIOS;6810202;6810202;0;ALUGUEL DE IMOVEIS PROPRIOS
02356188000130;ATIVIDADES DE ENFERMAGEM;8650001;8650001;0;ATIVIDADES DE ENFERMAGEM
66229071000250;OPERADORAS DE CARTOES DE DEBITO;6619305;6619305~@~6619399;0~@~1;OPERADORAS DE CARTOES DE DEBITO~@~OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE
11334718000130;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;5611201;5611201~@~5611203~@~5612100~@~5620101~@~5620104;0~@~1~@~2~@~3~@~4;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR~@~FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~RESTAURANTES E SIMILARES~@~SERVICOS AMBULANTES DE ALIMENTACAO
05680175000100;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;4120400;4120400~@~4530703~@~4541205~@~4751200~@~6209100;0~@~1~@~2~@~3~@~4;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~CONSTRUCAO DE EDIFICIOS~@~SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO
05745455000150;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;4751200;4751200;0;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
08421025000170;CULTIVO DE CANADEACUCAR;0113000;0113000;0;CULTIVO DE CANADEACUCAR
53811006004100;CULTIVO DE CANADEACUCAR;0113000;0113000;0;CULTIVO DE CANADEACUCAR
11521692000130;ATIVIDADES DE CONTABILIDADE;6920601;6920601~@~8599604;0~@~1;ATIVIDADES DE CONTABILIDADE~@~TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL
10856079000100;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;6462000;6462000~@~7490199;0~@~1;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS~@~OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE
04608145000120;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4712100;4712100~@~4751200~@~4753900~@~4754701~@~4755502;0~@~1~@~2~@~3~@~4;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~COMERCIO VAREJISTA DE MOVEIS~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
04625393000180;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;9430800~@~9493600~@~9499500;0~@~1~@~2;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
12891603000100;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;9602501;9602501~@~9602502;0~@~1;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE
11864106000150;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9493600;9493600~@~9499500;0~@~1;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
11666574000110;FABRICACAO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS;1813001;1813001~@~3299003~@~8219901;0~@~1~@~2;FABRICACAO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS~@~FOTOCOPIAS~@~IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO
12538051000150;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;1412601;1412601~@~1412602~@~4789099;0~@~1~@~2;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
09345040000140;HOTEIS;4713002;4713002~@~4921301~@~4929903~@~5510801~@~5611201;0~@~1~@~2~@~3~@~4;HOTEIS~@~LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES~@~ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, MUNICIPAL~@~RESTAURANTES E SIMILARES~@~TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL
03174696000160;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;9430800;9430800~@~9493600~@~9499500;0~@~1~@~2;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
15570168000100;ATIVIDADES DE ORGANIZACOES POLITICAS;9492800;9492800;0;ATIVIDADES DE ORGANIZACOES POLITICAS
04633331000110;SERVICOS AMBULANTES DE ALIMENTACAO;5612100;5612100;0;SERVICOS AMBULANTES DE ALIMENTACAO
00506450000150;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;4755502;4755502;0;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
28571719000100;CLUBES DE INVESTIMENTO;6499901;6499901;0;CLUBES DE INVESTIMENTO
14168299000100;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;9491000;9491000;0;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
00959063000170;CONDOMINIOS PREDIAIS;8112500;8112500;0;CONDOMINIOS PREDIAIS
14643385000110;SERVICOS DE ENTREGA RAPIDA;5320202;5320202;0;SERVICOS DE ENTREGA RAPIDA
14646623000140;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;1412601;1412601;0;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
12230882000160;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;1091102;1091102;0;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA
13752340000110;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;4712100;4712100~@~5611201~@~5611203;0~@~1~@~2;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~RESTAURANTES E SIMILARES
07017898000150;COMERCIO VAREJISTA DE MOVEIS;4754701;4754701;0;COMERCIO VAREJISTA DE MOVEIS
15582063000170;COMERCIO VAREJISTA DE FOGOS DE ARTIFICIO E ARTIGOS PIROTECNICOS;4789006;4789006;0;COMERCIO VAREJISTA DE FOGOS DE ARTIFICIO E ARTIGOS PIROTECNICOS
